bin coverage transcript strand gene cigar MD NM fileName species introns_len introns_num swap.introns_len
myseq0.fa.r112 0.99 augustus_masked-168479143-processed-gene-0.9-mRNA-1 16 7042539 303M MD:Z:143C113C45 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168186670-snap-gene-0.10-mRNA-1 0 7079796 34M112N207M48N17M MD:Z:258 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 112,48 2 112,48
myseq3000.fa.r112 0.99 maker-166231338-snap-gene-0.5-mRNA-1 16 9284479 210M111N91M88N216M88N231M MD:Z:64T10G672 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 111,88,88 3 88,88,111
myseq9000.fa.r112 0.99 augustus_masked-167934805-processed-gene-0.1-mRNA-1 16 9276287 675M MD:Z:126T18C37C217C273 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168517256-augustus-gene-0.11-mRNA-1 0 7165749 766M158N304M997N278M95N136M257N99M97N127M269N147M MD:Z:378A304T47G192A16G915 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 158,997,95,257,97,269 6 158,997,95,257,97,269
myseq0.fa.r112 0.99 augustus_masked-168251945-processed-gene-0.0-mRNA-1 0 6954873 259M74N215M552N159M MD:Z:633 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 74,552 2 74,552
myseq0.fa.r112 0.99 snap_masked-168280530-processed-gene-0.14-mRNA-1 0 7083626 357M MD:Z:357 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168280502-processed-gene-0.48-mRNA-1 16 804257 342M MD:Z:135A206 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168403036-processed-gene-0.38-mRNA-1 16 7099719 267M MD:Z:196T12A57 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq9000.fa.r112 0.99 augustus_masked-168325982-processed-gene-0.1-mRNA-1 0 9185629 1851M MD:Z:224G554CA141C86T300A56C88G357G36 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq15000.fa.r112 0.99 augustus_masked-168117247-processed-gene-0.3-mRNA-1 0 8183152 2517M MD:Z:849T19A185A623A50C231A554 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168300261-processed-gene-0.7-mRNA-1 0 7107653 549M MD:Z:299A15C5AA26T7A47T42C36G63 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168471133-augustus-gene-0.27-mRNA-2 16 7168663 1595M203N255M234N120M83N34M132N53M105N261M1541N51M272N249M473N229M1595N583M MD:Z:789C2640 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 203,234,83,132,105,1541,272,473,1595 9 1595,473,272,1541,105,132,83,234,203
myseq0.fa.r112 0.99 maker-167818615-augustus-gene-0.15-mRNA-1 16 7165593 678M177N302M322N229M86N141M MD:Z:414C98A170G113C443T107 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 177,322,86 3 86,322,177
myseq0.fa.r112 0.99 augustus_masked-167995031-processed-gene-0.10-mRNA-1 0 7159174 1014M1003N36M MD:Z:965A84 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 1003 1 1003
myseq0.fa.r112 0.99 augustus_masked-168577602-processed-gene-0.16-mRNA-1 0 7106946 1938M MD:Z:37A213C161A778G279G465 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-167823224-augustus-gene-0.21-mRNA-1 16 7055556 679M145N237M104N30M MD:Z:21A924 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 145,104 2 104,145
myseq0.fa.r112 0.99 maker-168191305-snap-gene-0.59-mRNA-1 0 300694 177M498N168M82N141M207N231M100N114M94N692M MD:Z:1440C60T21 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 498,82,207,100,94 5 498,82,207,100,94
myseq0.fa.r112 0.99 snap_masked-168576939-processed-gene-1.150-mRNA-1 16 7098869 342M MD:Z:342 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-167817428-augustus-gene-0.15-mRNA-1 0 7166862 847M290N1227M MD:Z:158G55C161G344C125A419C151A40C61T551 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 290 1 290
myseq0.fa.r112 0.99 augustus_masked-168541554-processed-gene-0.5-mRNA-1 0 7019070 600M MD:Z:255C344 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168521783-augustus-gene-0.57-mRNA-1 16 4267581 877M1117N81M81N142M98N20M MD:Z:1120 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 1117,81,98 3 98,81,1117
myseq0.fa.r112 0.99 maker-168155809-augustus-gene-0.19-mRNA-1 0 7086089 150M134N100M232N82M75N358M MD:Z:90T116G482 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 134,232,75 3 134,232,75
myseq9000.fa.r112 0.99 augustus_masked-167263424-processed-gene-0.2-mRNA-1 0 9286268 285M MD:Z:56T68G104G54 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168559574-augustus-gene-0.21-mRNA-1 16 7165936 78M143N792M81N173M163N139M MD:Z:471G576A24G108 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 143,81,163 3 163,81,143
myseq0.fa.r112 0.99 augustus_masked-168255440-processed-gene-0.2-mRNA-1 0 7125913 1158M MD:Z:38G26T115A579T17G311C2G2A60 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168238828-processed-gene-0.19-mRNA-1 0 7084752 387M MD:Z:387 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168229575-augustus-gene-0.29-mRNA-1 16 7050122 350M104N350M MD:Z:301C136G235C3C21 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 104 1 104
myseq9000.fa.r112 0.99 augustus_masked-161610211-processed-gene-0.0-mRNA-1 16 9271316 423M MD:Z:14T33A374 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 augustus_masked-166864467-processed-gene-0.1-mRNA-1 16 9138904 360M MD:Z:275A14A69 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168577392-processed-gene-1.1-mRNA-1 0 7100114 3120M MD:Z:956T539A493G272GC855 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168526313-processed-gene-0.3-mRNA-1 16 7155992 1344M MD:Z:467C408A467 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168470676-processed-gene-0.4-mRNA-1 0 7160081 189M MD:Z:63A52C72 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168574340-augustus-gene-0.30-mRNA-1 0 7106410 483M327N305M768N136M139N45M491N188M151N124M299N449M114N51M MD:Z:7C72C144A132A1281A140 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 327,768,139,491,151,299,114 7 327,768,139,491,151,299,114
myseq0.fa.r112 0.99 maker-168574340-augustus-gene-0.30-mRNA-2 0 7106410 483M327N305M768N136M139N45M536N143M151N124M299N449M114N51M MD:Z:7C72C144A132A1236A140 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 327,768,139,536,151,299,114 7 327,768,139,536,151,299,114
myseq0.fa.r112 0.99 augustus_masked-166688901-processed-gene-0.1-mRNA-1 0 7096702 1110M MD:Z:42T59A134G19T61G126G566G96 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168184024-processed-gene-0.4-mRNA-1 16 7165695 1272M MD:Z:1272 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168552098-processed-gene-0.1-mRNA-1 16 6889474 2586M MD:Z:233A165G171G47A746T258A506C111C85G161T4GT51G4G30 NM:i:14 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168185856-processed-gene-0.13-mRNA-1 16 414389 975M MD:Z:342T632 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 maker-168566950-augustus-gene-0.20-mRNA-1 16 9188352 2071M562N1624M MD:Z:90G507C85A752A261C124A281A218C642A54C136T534 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 562 1 562
myseq0.fa.r112 0.99 maker-168465459-snap-gene-0.46-mRNA-1 0 7070435 287M128N69M102N91M344N135M202N113M122N91M MD:Z:786 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 128,102,344,202,122 5 128,102,344,202,122
myseq0.fa.r112 0.99 snap_masked-168391806-processed-gene-0.50-mRNA-1 16 7149209 387M161N232M863N1749M631N1326M MD:Z:606A26C367T1083T953A124C48G61G418 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 161,863,631 3 631,863,161
myseq9000.fa.r112 0.99 augustus_masked-168398566-processed-gene-0.7-mRNA-1 16 9296385 1749M MD:Z:239T67T10T27G19C45C7T248G158T260G9T33T215G1T79GC5G5G207C74C7C13 NM:i:21 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168280405-processed-gene-0.57-mRNA-1 16 7125035 321M MD:Z:321 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq12000.fa.r112 0.99 augustus_masked-166397571-processed-gene-0.0-mRNA-1 0 7673440 942M MD:Z:443G498 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168244414-processed-gene-0.4-mRNA-1 16 7064199 435M MD:Z:59C72C292T9 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 snap_masked-165775771-processed-gene-0.2-mRNA-1 0 9237588 99M87N426M355N852M MD:Z:27A13T131A168AA208T196T627 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 87,355 2 87,355
myseq0.fa.r112 0.99 snap_masked-168569565-processed-gene-0.67-mRNA-1 16 1132131 312M MD:Z:253A58 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-166493503-processed-gene-0.4-mRNA-1 0 942772 285M MD:Z:285 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 maker-168126605-augustus-gene-0.26-mRNA-1 16 9301082 252M184N81M427N126M86N1423M MD:Z:157G426G257T288A384G6C11C309C36 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 184,427,86 3 86,427,184
myseq0.fa.r112 0.99 augustus_masked-165132234-processed-gene-0.0-mRNA-1 0 7092996 276M MD:Z:80A195 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168419569-augustus-gene-0.87-mRNA-1 0 7015489 1512M453N1113M MD:Z:987T601G452A582 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 453 1 453
myseq0.fa.r112 0.99 augustus_masked-168202553-processed-gene-0.1-mRNA-1 0 6426985 2298M MD:Z:55G19G33A519G196C86G1318A10C54 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168511064-processed-gene-0.0-mRNA-1 0 7113002 2583M MD:Z:74TG180C10G84T11C46A80G12A32G51T22G197A113A286T202T14T51A504G595 NM:i:19 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168487968-processed-gene-0.1-mRNA-1 16 7026844 1491M MD:Z:816C79C186G407 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-166665679-snap-gene-0.7-mRNA-1 16 7057822 1704M241N81M123N163M MD:Z:31T97A352A51C93A20A200G407C627T61 NM:i:9 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 241,123 2 123,241
myseq0.fa.r112 0.99 augustus_masked-168566006-processed-gene-0.2-mRNA-1 0 1318884 417M MD:Z:41G64G28A12T268 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-162845309-augustus-gene-0.4-mRNA-1 0 7051497 129M240N202M103N131M144N499M MD:Z:961 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 240,103,144 3 240,103,144
myseq0.fa.r112 0.99 maker-168244445-augustus-gene-0.47-mRNA-1 16 4475616 460M182N87M1012N110M322N64M236N909M MD:Z:1630 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 182,1012,322,236 4 236,322,1012,182
myseq0.fa.r112 0.99 genemark-168482832-processed-gene-0.18-mRNA-1 0 7056059 1386M MD:Z:1386 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq9000.fa.r112 0.99 augustus_masked-168477257-processed-gene-0.3-mRNA-1 16 9141508 2460M MD:Z:339CG390T27G1124A238A336 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168574960-processed-gene-0.7-mRNA-1 0 7165983 51M77N39M84N149M18N313M MD:Z:179A372 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 77,84,18 3 77,84,18
myseq0.fa.r112 0.99 augustus_masked-158970197-processed-gene-0.0-mRNA-1 0 7134450 354M MD:Z:77G143C132 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168450752-augustus-gene-0.76-mRNA-1 0 7160091 327M305N3309M MD:Z:101A941T363A55T1503C13C654 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 305 1 305
myseq0.fa.r112 0.99 augustus_masked-168330579-processed-gene-0.12-mRNA-1 0 7114447 255M MD:Z:255 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168477087-snap-gene-0.7-mRNA-1 16 7166443 268M1397N199M149N193M MD:Z:660 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 1397,149 2 149,1397
myseq0.fa.r112 0.99 snap_masked-168446456-processed-gene-0.19-mRNA-1 16 7147625 225M MD:Z:189A35 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 snap_masked-168227321-processed-gene-1.125-mRNA-1 16 7044508 797M935N87M MD:Z:884 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 935 1 935
myseq0.fa.r112 0.99 maker-160637215-snap-gene-0.4-mRNA-1 16 7130112 508M87N636M162N138M MD:Z:613A70G597 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 87,162 2 162,87
myseq0.fa.r112 0.99 augustus_masked-168502944-processed-gene-0.3-mRNA-1 0 7021918 134M1178N1291M MD:Z:214C120T772G316 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 1178 1 1178
myseq0.fa.r112 0.99 maker-168294372-augustus-gene-0.59-mRNA-1 0 7051831 21M156N165M268N674M MD:Z:72A142C277G32C125T29A177 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 156,268 2 156,268
myseq0.fa.r112 0.99 augustus_masked-166603339-processed-gene-0.2-mRNA-1 0 7117990 3018M MD:Z:55G20T313G19A5C51G28G716C503T137G227T650A15C155G110 NM:i:14 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168577398-processed-gene-0.7-mRNA-1 0 7062794 241M81N323M MD:Z:564 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 81 1 81
myseq9000.fa.r112 0.99 augustus_masked-166449174-processed-gene-0.0-mRNA-1 0 9190096 1908M MD:Z:151C399A125G23T35C1170 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-161578904-snap-gene-0.4-mRNA-1 0 6842175 139M178N569M MD:Z:152T324G104G125 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 178 1 178
myseq0.fa.r112 0.99 maker-168236151-augustus-gene-0.14-mRNA-1 16 7149465 660M93N172M427N13M MD:Z:845 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 93,427 2 427,93
myseq9000.fa.r112 0.99 augustus_masked-163085346-processed-gene-0.1-mRNA-1 0 9301001 2196M MD:Z:242G286G1119A383G157G4 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq3000.fa.r112 0.99 augustus_masked-168433354-processed-gene-0.0-mRNA-1 16 9131623 2160M MD:Z:647T380C604C43T218A1T84A176 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 augustus_masked-168521201-processed-gene-0.0-mRNA-1 16 7168538 82M124N281M119N771M MD:Z:128G445T295G41A60C109G15A34 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 124,119 2 119,124
myseq0.fa.r112 0.99 maker-167824635-augustus-gene-0.19-mRNA-1 0 5162976 550M119N67M251N421M887N494M MD:Z:25A314C78A166T119T162T24A57T36A124T75C160T78T101 NM:i:13 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 119,251,887 3 119,251,887
myseq0.fa.r112 0.99 augustus_masked-168379294-processed-gene-0.0-mRNA-1 0 7016261 1668M MD:Z:568A96G260C611C129 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA
myseq0.fa.r112 0.99 maker-168187887-augustus-gene-0.18-mRNA-1 16 7121563 779M216N414M MD:Z:275C596AA319 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 216 1 216
myseq12000.fa.r112 0.99 maker-166938256-augustus-gene-0.5-mRNA-1 16 7683934 147M690N154M86N2327M MD:Z:283C92C34A309T390C78A86C32A710G160T36G128G239T38 NM:i:13 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 690,86 2 86,690
