transcript bin.PG29 coverage.PG29 strand.PG29 gene.PG29 cigar.PG29 MD.PG29 NM.PG29 introns_len.PG29 introns_num.PG29 bin.WS coverage.WS strand.WS gene.WS cigar.WS MD.WS NM.WS introns_len.WS introns_num.WS swap.introns_len.PG29 swap.introns_len.WS
maker-167852567-snap-gene-0.27-mRNA-3 myseq3000.fa.r112 0.99 0 9303078 471M96N220M2820N459M MD:Z:140G82G676A249 NM:i:3 96,2820 2 cdhit-output-4_14.iteration.1 0.99 0 3012319 303M144N168M96N220M2817N459M MD:Z:140G82G926 NM:i:2 144,96,2817 3 96,2820 144,96,2817
maker-167856479-snap-gene-0.28-mRNA-1 myseq12000.fa.r112 0.99 16 7753948 471M1156N144M226N66M473N132M MD:Z:583T229 NM:i:1 1156,226,473 3 cdhit-output-4_18.iteration.1 0.99 0 3751709 132M473N66M226N144M1143N471M MD:Z:229A583 NM:i:1 473,226,1143 3 473,226,1156 473,226,1143
maker-167859637-augustus-gene-0.20-mRNA-2 myseq9000.fa.r112 0.99 0 9303820 157M248N130M93N595M496N285M MD:Z:21T19C74G100C45T105G34A49C83A113A56A97A86A272 NM:i:13 248,93,496 3 cdhit-output-4_15.iteration.1 0.99 0 3575928 157M233N130M93N595M755N285M MD:Z:18C2T849C22A272 NM:i:4 233,93,755 3 248,93,496 233,93,755
maker-167860406-augustus-gene-0.28-mRNA-1 myseq12000.fa.r112 0.99 0 7643335 243M94N210M130N149M277N178M141N1852M MD:Z:1481G1150 NM:i:1 94,130,277,141 4 cdhit-output-4_18.iteration.1 0.99 0 3663699 243M94N210M130N149M277N178M141N1852M MD:Z:1481G1150 NM:i:1 94,130,277,141 4 94,130,277,141 94,130,277,141
maker-167860892-snap-gene-0.26-mRNA-1 myseq12000.fa.r112 0.99 0 7709826 539M2008N111M814N2843M MD:Z:1322T563A1606 NM:i:2 2008,814 2 cdhit-output-4_17.iteration.1 0.99 16 3052588 2843M814N111M2005N539M MD:Z:1606T563A1322 NM:i:2 814,2005 2 2008,814 2005,814
maker-167861262-snap-gene-0.7-mRNA-1 myseq6000.fa.r112 0.99 0 6703925 383M1836N258M98N228M515N114M195N1280M MD:Z:2263 NM:i:0 1836,98,515,195 4 cdhit-output-4_12.iteration.1 0.99 16 3284368 1280M195N114M515N228M98N258M1836N383M MD:Z:2263 NM:i:0 195,515,98,1836 4 1836,98,515,195 1836,98,515,195
maker-167862728-snap-gene-0.41-mRNA-1 myseq6000.fa.r112 0.99 16 6737450 1570M2055N2597M MD:Z:258C97C1249A1802G529T28T198 NM:i:6 2055 1 cdhit-output-4_13.iteration.1 0.99 16 3958328 1570M2054N2597M MD:Z:258C3041T412T225T28T198 NM:i:5 2054 1 2055 2054
maker-167865379-augustus-gene-0.13-mRNA-1 myseq12000.fa.r112 0.99 16 7695486 279M121N1020M MD:Z:91G126G59G386G161C25C72TT371 NM:i:8 121 1 cdhit-output-4_18.iteration.1 0.99 16 3738698 279M121N1020M MD:Z:91G126G59G386G161C25C72TT371 NM:i:8 121 1 121 121
maker-167873164-augustus-gene-0.6-mRNA-1 myseq12000.fa.r112 0.99 16 7626097 616M88N155M MD:Z:771 NM:i:0 88 1 cdhit-output-4_17.iteration.1 0.99 0 2985294 155M88N616M MD:Z:771 NM:i:0 88 1 88 88
maker-167873270-snap-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 0 627457 90M87N270M550N579M MD:Z:76G173G546A141 NM:i:3 87,550 2 cdhit-output-4_14.iteration.1 0.99 0 3011776 90M87N270M550N579M MD:Z:76G173G546A42G98 NM:i:4 87,550 2 87,550 87,550
maker-167876465-snap-gene-0.28-mRNA-2 myseq3000.fa.r112 0.99 16 9183549 839M94N259M151N37M110N127M1659N124M149N246M169N38M MD:Z:1670 NM:i:0 94,151,110,1659,149,169 6 cdhit-output-4_10.iteration.1 0.99 16 2915579 839M94N259M151N37M110N127M1659N124M149N246M169N38M MD:Z:1670 NM:i:0 94,151,110,1659,149,169 6 169,149,1659,110,151,94 169,149,1659,110,151,94
maker-167877580-augustus-gene-0.8-mRNA-1 myseq3000.fa.r112 0.99 16 9200743 857M415N88M132N209M186N178M141N159M MD:Z:404C190C127A146G170C48G201G122A75 NM:i:8 415,132,186,141 4 cdhit-output-4_10.iteration.2 0.99 16 3112880 857M415N88M473N209M186N178M140N159M MD:Z:404C318A146G170G48G324A75 NM:i:6 415,473,186,140 4 141,186,132,415 140,186,473,415
maker-167878050-augustus-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 16 7642089 539M329N42M571N2572M65N22M MD:Z:2638A536 NM:i:1 329,571,65 3 cdhit-output-4_16.iteration.1 0.99 16 3093034 539M328N42M571N2572M65N22M MD:Z:2638A409T126 NM:i:2 328,571,65 3 65,571,329 65,571,328
maker-167878492-augustus-gene-0.43-mRNA-1 myseq0.fa.r112 0.99 0 7164006 124M879N71M490N222M200N516M MD:Z:933 NM:i:0 879,490,200 3 cdhit-output-4_10.iteration.1 0.99 16 2856396 516M200N222M490N71M876N124M MD:Z:177A755 NM:i:1 200,490,876 3 879,490,200 876,490,200
maker-167881627-snap-gene-0.46-mRNA-1 myseq9000.fa.r112 0.99 16 9303771 709M2498N158M140N114M3758N448M MD:Z:799A380C119T1T126 NM:i:4 2498,140,3758 3 cdhit-output-4_15.iteration.1 0.99 0 3576168 145M152N303M2241N114M140N158M2677N709M MD:Z:248G1180 NM:i:1 152,2241,140,2677 4 3758,140,2498 152,2241,140,2677
maker-167883019-augustus-gene-0.23-mRNA-1 myseq6000.fa.r112 0.99 16 6793158 1172M252N570M111N820M MD:Z:1352C1017G191 NM:i:2 252,111 2 cdhit-output-4_14.iteration.1 0.99 0 3011655 820M111N570M252N1172M MD:Z:191C1017G1352 NM:i:2 111,252 2 111,252 111,252
maker-167887473-augustus-gene-0.15-mRNA-1 myseq12000.fa.r112 0.99 0 7751216 1172M586N417M MD:Z:509T89C989 NM:i:2 586 1 cdhit-output-4_18.iteration.1 0.99 0 3751721 491M336N681M586N417M MD:Z:509T6C82C989 NM:i:3 336,586 2 586 336,586
maker-167888075-augustus-gene-0.20-mRNA-1 myseq3000.fa.r112 0.99 0 9138700 207M112N114M96N228M90N464M175N510M MD:Z:119G17C738G646 NM:i:3 112,96,90,175 4 cdhit-output-4_11.iteration.1 0.99 16 3287684 510M175N464M90N228M96N114M112N207M MD:Z:646C738G17C119 NM:i:3 175,90,96,112 4 112,96,90,175 112,96,90,175
maker-167889344-augustus-gene-0.23-mRNA-1 myseq6000.fa.r112 0.99 0 6809684 706M110N48M68N1319M MD:Z:81T1T112A6A74G60A56T35A69G56G29G36T4G3A134G2T23G230T368T281T324C68 NM:i:21 110,68 2 cdhit-output-4_12.iteration.1 0.99 0 3288799 706M110N48M68N1319M MD:Z:81T1T112A6A74G60A56T35A69G56G29G36T4G3A134G2T23G230T116G224A308T324C68 NM:i:22 110,68 2 110,68 110,68
maker-167892602-augustus-gene-0.9-mRNA-1 myseq3000.fa.r112 0.99 0 9298931 144M700N117M116N115M164N238M102N1218M MD:Z:8C503T595C464A258 NM:i:4 700,116,164,102 4 cdhit-output-4_11.iteration.1 0.99 16 3219695 1218M102N238M164N115M116N117M700N144M MD:Z:258T464G595A503G8 NM:i:4 102,164,116,700 4 700,116,164,102 700,116,164,102
maker-167893426-snap-gene-0.35-mRNA-1 myseq6000.fa.r112 0.99 0 6851518 336M1235N186M133N196M528N585M MD:Z:8C602T691 NM:i:2 1235,133,528 3 cdhit-output-4_16.iteration.1 0.99 16 3093426 585M528N196M133N186M4585N336M MD:Z:691A602G8 NM:i:2 528,133,4585 3 1235,133,528 4585,133,528
maker-167897722-snap-gene-0.10-mRNA-1 myseq6000.fa.r112 0.99 0 6852007 69M214N98M505N94M171N156M MD:Z:89T45CG11G16T32G85T19A112 NM:i:8 214,505,171 3 cdhit-output-4_13.iteration.1 0.99 16 3958300 156M171N94M1021N98M214N69M MD:Z:112T19A85C49C11CG45A89 NM:i:7 171,1021,214 3 214,505,171 214,1021,171
maker-167898736-augustus-gene-0.47-mRNA-1 myseq6000.fa.r112 0.99 0 6808105 813M1062N569M187N1380M MD:Z:1102TG1235T422 NM:i:3 1062,187 2 cdhit-output-4_15.iteration.1 0.99 0 3575772 813M1062N569M187N1380M MD:Z:789G312TG1658 NM:i:3 1062,187 2 1062,187 1062,187
maker-167898925-augustus-gene-0.31-mRNA-1 myseq12000.fa.r112 0.99 0 7710492 28M83N376M160N991M MD:Z:603A112G435A90N29N59G8A52 NM:i:7 83,160 2 cdhit-output-4_18.iteration.1 0.99 16 3751172 991M160N376M83N28M MD:Z:52T8C180T20A414C716 NM:i:5 160,83 2 83,160 83,160
maker-167900391-augustus-gene-0.19-mRNA-1 myseq0.fa.r112 0.99 16 7051784 632M681N687M334N366M MD:Z:175T80G123C3G142T354C17A784 NM:i:7 681,334 2 cdhit-output-4_10.iteration.1 0.99 0 2914773 366M334N687M681N632M MD:Z:784T17G332G21A27G114C3G123C80A175 NM:i:9 334,681 2 334,681 334,681
maker-167904546-snap-gene-0.6-mRNA-1 myseq6000.fa.r112 0.99 0 6799738 516M116N105M334N1496M MD:Z:2117 NM:i:0 116,334 2 cdhit-output-4_16.iteration.1 0.99 0 3049405 516M116N105M334N1496M MD:Z:2117 NM:i:0 116,334 2 116,334 116,334
maker-167909242-augustus-gene-0.61-mRNA-1 myseq12000.fa.r112 0.99 0 7696862 182M96N304M MD:Z:104C220T160 NM:i:2 96 1 cdhit-output-4_18.iteration.1 0.99 0 3751618 182M96N304M MD:Z:104C381 NM:i:1 96 1 96 96
maker-167911249-snap-gene-0.8-mRNA-1 myseq9000.fa.r112 0.99 0 9273380 596M252N70M215N1230M1514N1083M MD:Z:483CT32A204C92T26C135C412C80G497A178A42T282G198T304 NM:i:14 252,215,1514 3 cdhit-output-4_9.iteration.1 0.99 16 3260522 1083M1514N1230M215N70M252N596M MD:Z:304A198C282A42T178T497C80G412G135G26A92G237AG483 NM:i:13 1514,215,252 3 252,215,1514 252,215,1514
maker-167912513-snap-gene-0.22-mRNA-1 myseq6000.fa.r112 0.99 0 6755383 170M285N81M1308N717M MD:Z:452G414T20G79 NM:i:3 285,1308 2 cdhit-output-4_13.iteration.1 0.99 16 3957887 717M1323N81M283N170M MD:Z:79C20A414C452 NM:i:3 1323,283 2 285,1308 283,1323
maker-167913617-snap-gene-0.11-mRNA-1 myseq3000.fa.r112 0.99 16 9192980 18M195N138M88N117M93N100M120N67M107N100M MD:Z:540 NM:i:0 195,88,93,120,107 5 cdhit-output-4_11.iteration.2 0.99 0 3092689 100M107N67M120N100M93N117M88N138M195N18M MD:Z:540 NM:i:0 107,120,93,88,195 5 107,120,93,88,195 107,120,93,88,195
maker-167915295-snap-gene-0.21-mRNA-1 myseq3000.fa.r112 0.99 0 9140399 19M129N647M148N934M MD:Z:562T423T613 NM:i:2 129,148 2 cdhit-output-4_11.iteration.1 0.99 0 3287888 19M129N647M148N934M MD:Z:136C425T423T411C201 NM:i:4 129,148 2 129,148 129,148
maker-167916781-augustus-gene-0.37-mRNA-3 myseq12000.fa.r112 0.99 16 7704500 564M146N271M113N170M786N201M463N594M MD:Z:197A91C179G132C8T78G288C161T92G194C19GC15C333 NM:i:13 146,113,786,463 4 cdhit-output-4_18.iteration.3 0.99 16 4738607 564M146N271M113N170M786N201M462N594M MD:Z:197A91C179N509C161T44T47G194C19GC15C333 NM:i:11 146,113,786,462 4 463,786,113,146 462,786,113,146
maker-167919028-augustus-gene-0.45-mRNA-1 myseq12000.fa.r112 0.99 16 7748879 1185M113N102M437N70M193N278M MD:Z:174C81T82G44T18T12T49T309T71G9C207T6T168T392 NM:i:13 113,437,193 3 cdhit-output-4_18.iteration.1 0.99 0 3751484 278M193N70M437N102M113N1185M MD:Z:392A383G9C71A309A49A12A18A44C82A81G174 NM:i:11 193,437,113 3 193,437,113 193,437,113
maker-167921145-snap-gene-0.25-mRNA-2 myseq12000.fa.r112 0.99 16 7751255 630M225N204M103N238M103N135M1095N606M MD:Z:1351T26A37G396 NM:i:3 225,103,103,1095 4 cdhit-output-4_18.iteration.1 0.99 16 3751099 630M225N204M103N238M103N135M1095N606M MD:Z:731A619T26A37G396 NM:i:4 225,103,103,1095 4 1095,103,103,225 1095,103,103,225
maker-167925552-augustus-gene-0.48-mRNA-1 myseq9000.fa.r112 0.99 16 9254119 621M770N92M88N64M73N81M81N68M75N112M605N78M167N183M MD:Z:1299 NM:i:0 770,88,73,81,75,605,167 7 cdhit-output-4_15.iteration.1 0.99 16 3575134 621M950N92M88N64M73N81M81N68M75N112M605N78M167N183M MD:Z:1299 NM:i:0 950,88,73,81,75,605,167 7 167,605,75,81,73,88,770 167,605,75,81,73,88,950
maker-167932176-augustus-gene-0.5-mRNA-1 myseq6000.fa.r112 0.99 0 6831439 547M85N1400M MD:Z:186A159G34GA225T90A110C235C263G194C404T36 NM:i:11 85 1 cdhit-output-4_13.iteration.1 0.99 0 3957255 547M85N1400M MD:Z:346G34GA225T90A110C235C263G194C74A329T36 NM:i:11 85 1 85 85
maker-167937678-snap-gene-0.23-mRNA-1 myseq6000.fa.r112 0.99 16 6851937 779M166N66M1707N142M105N411M107N132M113N108M126N92M695N49M80N91M112N260M90N218M MD:Z:1028A602T214G45C26G50C377 NM:i:6 166,1707,105,107,113,126,695,80,112,90 10 cdhit-output-4_14.iteration.1 0.99 16 3012204 779M166N66M2927N142M105N411M132N132M113N108M126N92M692N49M80N91M112N260M90N218M MD:Z:1028A602T214G45C26G50C377 NM:i:6 166,2927,105,132,113,126,692,80,112,90 10 90,112,80,695,126,113,107,105,1707,166 90,112,80,692,126,113,132,105,2927,166
maker-167940948-augustus-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 0 7690441 116M117N92M186N638M MD:Z:846 NM:i:0 117,186 2 cdhit-output-4_18.iteration.1 0.99 0 3665594 116M117N92M186N638M MD:Z:846 NM:i:0 117,186 2 117,186 117,186
maker-167942724-augustus-gene-0.10-mRNA-1 myseq3000.fa.r112 0.99 0 9265593 170M137N418M MD:Z:588 NM:i:0 137 1 cdhit-output-4_11.iteration.1 0.99 16 3288283 418M136N170M MD:Z:588 NM:i:0 136 1 137 136
maker-167945455-augustus-gene-0.7-mRNA-1 myseq6000.fa.r112 0.99 16 6795553 1148M387N661M MD:Z:87T347T198G362G179G149GT211C52TT214 NM:i:10 387 1 cdhit-output-4_13.iteration.1 0.99 0 3958288 321M286N340M387N1148M MD:Z:480AC149C146T32C561A347A87 NM:i:7 286,387 2 387 286,387
maker-167952964-snap-gene-0.35-mRNA-1 myseq6000.fa.r112 0.99 16 6821124 30M616N77M449N147M115N204M MD:Z:458 NM:i:0 616,449,115 3 cdhit-output-4_12.iteration.1 0.99 16 3364419 30M616N77M449N147M115N204M MD:Z:458 NM:i:0 616,449,115 3 115,449,616 115,449,616
maker-167962470-snap-gene-0.19-mRNA-1 myseq9000.fa.r112 0.99 0 9302168 50M73N334M258N840M MD:Z:189G224C3G171C47G52T71A34G61A6G147A208 NM:i:11 73,258 2 cdhit-output-4_14.iteration.4 0.99 16 5312990 268M349N572M258N334M73N50M MD:Z:7T101G98T134T188A52C76A371C189 NM:i:8 349,258,73 3 73,258 73,258,349
maker-167962582-augustus-gene-0.30-mRNA-1 myseq3000.fa.r112 0.99 16 9277314 729M248N88M MD:Z:817 NM:i:0 248 1 cdhit-output-4_11.iteration.1 0.99 16 3287812 729M248N88M MD:Z:817 NM:i:0 248 1 248 248
maker-167964480-snap-gene-0.38-mRNA-1 myseq12000.fa.r112 0.99 16 7593565 991M143N85M181N352M MD:Z:19T60C64C77G202T290C131T31C21A146C97T123T44T26T83 NM:i:14 143,181 2 cdhit-output-4_18.iteration.1 0.99 0 3751038 352M181N85M143N991M MD:Z:83A26A44A123A97G146T21G31A131G290A139G62C1T75G64G60A19 NM:i:16 181,143 2 181,143 181,143
maker-167965502-snap-gene-0.27-mRNA-1 myseq12000.fa.r112 0.99 16 7734832 2867M160N164M MD:Z:356C963C158G415C18T46C59T595A413 NM:i:8 160 1 cdhit-output-4_17.iteration.1 0.99 16 3052004 2867M160N164M MD:Z:356C963C563T10C18T46C59T595A413 NM:i:8 160 1 160 160
maker-167970788-augustus-gene-0.27-mRNA-3 myseq12000.fa.r112 0.99 16 7597504 1034M130N120M118N84M215N60M133N100M101N419M190N615M340N117M125N117M85N103M103N248M141N426M MD:Z:81C1918G335T881C101T34C87 NM:i:6 130,118,215,133,101,190,340,125,85,103,141 11 cdhit-output-4_10.iteration.1 0.99 0 2915575 426M141N248M103N103M85N117M125N117M572N615M190N419M101N100M133N60M215N84M118N120M130N1034M MD:Z:87G34A101G534A346A2254G81 NM:i:6 141,103,85,125,572,190,101,133,215,118,130 11 141,103,85,125,340,190,101,133,215,118,130 141,103,85,125,572,190,101,133,215,118,130
maker-167974010-augustus-gene-0.24-mRNA-1 myseq0.fa.r112 0.99 16 7079127 374M502N132M472N109M MD:Z:22A389A166C35 NM:i:3 502,472 2 cdhit-output-4_10.iteration.1 0.99 0 2914904 109M472N132M502N374M MD:Z:35G556T22 NM:i:2 472,502 2 472,502 472,502
maker-167978087-augustus-gene-0.14-mRNA-2 myseq9000.fa.r112 0.99 16 9173163 440M88N381M86N1233M MD:Z:124C1137T791 NM:i:2 88,86 2 cdhit-output-4_14.iteration.1 0.99 16 3012063 440M88N381M86N1233M MD:Z:124C1137T791 NM:i:2 88,86 2 86,88 86,88
maker-167980397-augustus-gene-0.28-mRNA-1 myseq6000.fa.r112 0.99 16 6763720 294M116N1743M MD:Z:47C195G308T26G149G28G60A302G55G134A68C184C214G89C75A50T37 NM:i:16 116 1 cdhit-output-4_13.iteration.1 0.99 16 3872093 294M116N1743M MD:Z:47C195G308T26G149G28G60A302G55G134A68C184C214G89C75A50T37 NM:i:16 116 1 116 116
maker-167982904-augustus-gene-0.23-mRNA-1 myseq3000.fa.r112 0.99 0 9292691 158M408N118M MD:Z:276 NM:i:0 408 1 cdhit-output-4_11.iteration.4 0.99 16 2346254 118M408N158M MD:Z:276 NM:i:0 408 1 408 408
maker-167983989-augustus-gene-0.21-mRNA-1 myseq3000.fa.r112 0.99 0 9264171 285M121N128M274N243M134N253M94N537M MD:Z:1287G158 NM:i:1 121,274,134,94 4 cdhit-output-4_10.iteration.1 0.99 16 2915066 537M94N253M134N243M274N128M121N285M MD:Z:158C1287 NM:i:1 94,134,274,121 4 121,274,134,94 121,274,134,94
maker-167988011-augustus-gene-0.21-mRNA-1 myseq3000.fa.r112 0.99 0 9237071 603M897N393M729N228M1461N174M MD:Z:156A1241 NM:i:1 897,729,1461 3 cdhit-output-4_11.iteration.1 0.99 0 3288272 603M897N393M729N228M1461N174M MD:Z:156A1241 NM:i:1 897,729,1461 3 897,729,1461 897,729,1461
maker-167990846-snap-gene-0.9-mRNA-1 myseq6000.fa.r112 0.99 16 3205479 3797M119N95M491N106M MD:Z:163G50T110A81T244A183T131G74A257C175C76C433T82C422T47T1455 NM:i:15 119,491 2 cdhit-output-4_12.iteration.1 0.99 0 3284905 106M491N95M119N3797M MD:Z:1455A47A422G82A433G76G175G257T74C131A183T244A81T110A50C163 NM:i:15 491,119 2 491,119 491,119
maker-167992315-snap-gene-0.11-mRNA-1 myseq3000.fa.r112 0.99 0 9131128 1440M1517N685M MD:Z:4C133A19T833A667T371A92 NM:i:6 1517 1 cdhit-output-4_12.iteration.1 0.99 0 3364998 1440M1517N685M MD:Z:4C133A19T833A667T371A92 NM:i:6 1517 1 1517 1517
maker-167998797-snap-gene-0.12-mRNA-1 myseq12000.fa.r112 0.99 16 5932646 175M123N39M110N69M85N22M186N47M87N413M188N136M344N31M112N290M331N206M228N76M MD:Z:380T133T52T936 NM:i:3 123,110,85,186,87,188,344,112,331,228 10 cdhit-output-4_10.iteration.1 0.99 16 2904695 175M123N39M110N69M85N22M186N47M87N413M188N136M344N31M112N290M331N206M228N76M MD:Z:380T133T52T936 NM:i:3 123,110,85,186,87,188,344,112,331,228 10 228,331,112,344,188,87,186,85,110,123 228,331,112,344,188,87,186,85,110,123
maker-168001505-snap-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 0 7753672 173M108N205M592N138M1214N39M10N81M519N165M MD:Z:184C182T2T57C344C27 NM:i:5 108,592,1214,10,519 5 cdhit-output-4_18.iteration.3 0.99 16 4738625 165M519N81M10N39M1214N138M1523N205M108N173M MD:Z:27G344G57A2A182G184 NM:i:5 519,10,1214,1523,108 5 108,592,1214,10,519 108,1523,1214,10,519
maker-168001785-augustus-gene-0.7-mRNA-1 myseq0.fa.r112 0.99 0 7043929 323M138N852M514N40M MD:Z:568T252A393 NM:i:2 138,514 2 cdhit-output-4_10.iteration.1 0.99 16 2845638 40M514N852M138N323M MD:Z:393T252A568 NM:i:2 514,138 2 138,514 138,514
maker-168002601-snap-gene-0.54-mRNA-1 myseq6000.fa.r112 0.99 0 6851553 300M2686N1447M MD:Z:699T45T69A463G391A75 NM:i:5 2686 1 cdhit-output-4_13.iteration.1 0.99 16 3957483 1447M2951N300M MD:Z:75T391C463T69A45A699 NM:i:5 2951 1 2686 2951
maker-168008215-augustus-gene-0.13-mRNA-1 myseq9000.fa.r112 0.99 16 9285155 831M78N85M159N90M228N108M76N234M MD:Z:954C161A60C1TT41T26C25C72 NM:i:8 78,159,228,76 4 cdhit-output-4_14.iteration.1 0.99 16 3011377 831M78N85M159N90M228N108M76N234M MD:Z:954C161A60C1TT41T26C25C72 NM:i:8 78,159,228,76 4 76,228,159,78 76,228,159,78
maker-168011278-snap-gene-0.41-mRNA-1 myseq0.fa.r112 0.99 16 7165018 83M334N466M MD:Z:549 NM:i:0 334 1 cdhit-output-4_10.iteration.1 0.99 0 2914645 466M334N83M MD:Z:45T17A3T23A457 NM:i:4 334 1 334 334
maker-168014883-augustus-gene-0.38-mRNA-1 myseq12000.fa.r112 0.99 0 7751682 259M86N226M122N498M MD:Z:68C63GC372A146T170G158 NM:i:6 86,122 2 cdhit-output-4_18.iteration.1 0.99 0 3751569 259M86N226M122N498M MD:Z:68C63GC372A146T168C1G38A17C101 NM:i:9 86,122 2 86,122 86,122
maker-168015761-augustus-gene-0.9-mRNA-1 myseq9000.fa.r112 0.99 16 9131768 459M98N57M406N147M361N318M MD:Z:80C102G147A99C375C33C68C70 NM:i:7 98,406,361 3 cdhit-output-4_16.iteration.2 0.99 16 3969075 459M98N57M406N147M361N318M MD:Z:80C67A34G98G48A99C260G114C4A28C109T29 NM:i:11 98,406,361 3 361,406,98 361,406,98
maker-168016652-augustus-gene-0.7-mRNA-1 myseq9000.fa.r112 0.99 16 9276075 815M452N216M90N705M MD:Z:125C443A141T610G276A132A3 NM:i:6 452,90 2 cdhit-output-4_16.iteration.1 0.99 0 3092462 705M90N216M452N815M MD:Z:3T409C610A141T443G125 NM:i:5 90,452 2 90,452 90,452
maker-168018480-snap-gene-0.11-mRNA-1 myseq0.fa.r112 0.99 16 7164266 35M148N519M378N264M686N186M36N64M MD:Z:624G121G321 NM:i:2 148,378,686,36 4 cdhit-output-4_9.iteration.2 0.99 16 3261119 35M148N519M378N264M686N186M36N64M MD:Z:624G121G321 NM:i:2 148,378,686,36 4 36,686,378,148 36,686,378,148
maker-168019004-augustus-gene-0.40-mRNA-2 myseq6000.fa.r112 0.99 0 6741114 282M156N252M92N410M113N1051M200N208M175N241M129N126M727N118M128N511M MD:Z:278C980C1016T922 NM:i:3 156,92,113,200,175,129,727,128 8 cdhit-output-4_13.iteration.1 0.99 16 3958058 511M128N118M727N126M129N241M175N208M200N1051M113N410M92N252M156N282M MD:Z:922A1016G980G278 NM:i:3 128,727,129,175,200,113,92,156 8 156,92,113,200,175,129,727,128 156,92,113,200,175,129,727,128
maker-168020494-snap-gene-0.6-mRNA-2 myseq6000.fa.r112 0.99 16 6831092 585M170N240M865N138M MD:Z:62T37C106G309A18T426 NM:i:5 170,865 2 cdhit-output-4_12.iteration.1 0.99 16 3364630 585M170N240M864N138M MD:Z:62T37C106G309A18T426 NM:i:5 170,864 2 865,170 864,170
maker-168022236-snap-gene-0.12-mRNA-1 myseq9000.fa.r112 0.99 16 9301813 1927M303N852M MD:Z:47G42C3T132T343A243G189A516C106A37G75C15A2T448C58TA17A56A418A13 NM:i:19 303 1 cdhit-output-4_13.iteration.2 0.99 0 4336801 845M303N1372M279N562M MD:Z:13T418T56T17TA58G448A2T15G75C37T106G323C83A63C20G110A102C196A390A132A3G42C47 NM:i:23 303,279 2 303 303,279
maker-168024443-snap-gene-0.22-mRNA-1 myseq0.fa.r112 0.99 16 7047440 3064M27N212M MD:Z:204A865G2T986C96C1118 NM:i:5 27 1 cdhit-output-4_10.iteration.1 0.99 16 2915032 3064M27N212M MD:Z:204A3071 NM:i:1 27 1 27 27
maker-168024951-augustus-gene-0.13-mRNA-1 myseq3000.fa.r112 0.99 16 9136907 1136M355N392M132N190M174N194M746N483M MD:Z:1864T78T451 NM:i:2 355,132,174,746 4 cdhit-output-4_11.iteration.1 0.99 16 3288390 1136M355N392M350N190M174N194M746N483M MD:Z:1864T530 NM:i:1 355,350,174,746 4 746,174,132,355 746,174,350,355
maker-168028468-snap-gene-0.12-mRNA-1 myseq6000.fa.r112 0.99 0 6798123 750M925N436M175N95M MD:Z:60A39A36A419G723 NM:i:4 925,175 2 cdhit-output-4_14.iteration.1 0.99 0 3012322 750M1166N436M175N95M MD:Z:60A39A36A419G210G512 NM:i:5 1166,175 2 925,175 1166,175
maker-168028912-augustus-gene-0.14-mRNA-1 myseq12000.fa.r112 0.99 16 7749990 1104M88N237M89N381M MD:Z:304T22G48C601G194A152A58T12A38C81G12TC177C10 NM:i:13 88,89 2 cdhit-output-4_18.iteration.1 0.99 16 3751183 1104M88N237M89N381M MD:Z:48G23T47G11G171T22G48C454A146G194A152A58T12A38C81G12TC177C10 NM:i:18 88,89 2 89,88 89,88
maker-168029972-augustus-gene-0.38-mRNA-1 myseq9000.fa.r112 0.99 0 9296738 207M126N77M82N679M MD:Z:243A12G16T285C170C232 NM:i:5 126,82 2 cdhit-output-4_14.iteration.1 0.99 0 3011818 207M126N77M82N679M MD:Z:243A12G16T456C232 NM:i:4 126,82 2 126,82 126,82
maker-168042630-augustus-gene-0.31-mRNA-1 myseq9000.fa.r112 0.99 16 9214374 297M89N170M1351N246M1337N480M MD:Z:1193 NM:i:0 89,1351,1337 3 cdhit-output-4_15.iteration.1 0.99 16 3575436 297M89N170M1351N246M1337N480M MD:Z:1193 NM:i:0 89,1351,1337 3 1337,1351,89 1337,1351,89
maker-168043048-snap-gene-0.48-mRNA-1 myseq3000.fa.r112 0.99 0 9285518 49M299N273M199N245M1801N300M617N303M MD:Z:1031G138 NM:i:1 299,199,1801,617 4 cdhit-output-4_12.iteration.1 0.99 16 3291989 303M617N300M1801N245M199N273M299N49M MD:Z:138C98C932 NM:i:2 617,1801,199,299 4 299,199,1801,617 299,199,1801,617
maker-168050500-snap-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 16 7682485 323M96N49M MD:Z:102T48C220 NM:i:2 96 1 cdhit-output-4_19.iteration.1 0.99 0 812263 49M96N323M MD:Z:220G48A102 NM:i:2 96 1 96 96
maker-168059299-augustus-gene-0.23-mRNA-1 myseq15000.fa.r112 0.99 0 11203769 249M792N554M MD:Z:13C519C52T216 NM:i:3 792 1 cdhit-output-4_19.iteration.3 0.99 0 1976691 249M792N554M MD:Z:13C279A50A188C52T216 NM:i:5 792 1 792 792
