bin coverage transcript strand gene cigar MD NM introns_len introns_num
myseq3000.fa.r112 0.99 maker-168481243-snap-gene-0.9-mRNA-1 0 9303126 182M213N112M2100N147M167N482M MD:Z:923 NM:i:0 213,2100,167 3
myseq6000.fa.r112 0.99 maker-168481144-augustus-gene-0.80-mRNA-1 16 6851966 580M104N178M106N63M137N154M477N199M90N12M93N269M496N36M135N172M108N243M1211N224M305N40M426N295M MD:Z:135A16A59G107A154G128T275T80G185A1317 NM:i:9 104,106,137,477,90,93,496,135,108,1211,305,426 12
myseq12000.fa.r112 0.99 maker-168481132-snap-gene-0.25-mRNA-1 0 7750860 335M321N80M736N457M126N160M285N278M130N273M550N74M MD:Z:73T37T12C42T118A26G184A530G44G227G354 NM:i:10 321,736,126,285,130,550 6
myseq9000.fa.r112 0.99 maker-168481033-augustus-gene-0.45-mRNA-2 16 9303877 318M143N189M134N271M140N163M224N81M99N126M146N151M124N148M2310N624M MD:Z:72A1413A496A87 NM:i:3 143,134,140,224,99,146,124,2310 8
myseq3000.fa.r112 0.99 maker-168479139-snap-gene-0.21-mRNA-1 0 9303063 249M3488N217M169N107M MD:Z:573 NM:i:0 3488,169 2
myseq3000.fa.r112 0.99 maker-168478903-augustus-gene-0.35-mRNA-1 0 9299795 2694M2061N310M314N2975M MD:Z:2292G676T166C1603C1165C72 NM:i:5 2061,314 2
myseq9000.fa.r112 0.99 maker-168477824-augustus-gene-0.78-mRNA-1 16 9302004 372M156N213M120N101M531N230M102N81M93N393M MD:Z:14T150C129T607C341A83A60 NM:i:6 156,120,531,102,93 5
myseq3000.fa.r112 0.99 maker-168477585-augustus-gene-0.19-mRNA-1 16 9300895 1346M357N22M MD:Z:44C633C65C623 NM:i:3 357 1
myseq0.fa.r112 0.99 maker-168477535-augustus-gene-0.35-mRNA-1 0 7134723 90M649N148M81N28M121N2683M MD:Z:41G507A715C1683 NM:i:3 649,81,121 3
myseq9000.fa.r112 0.99 maker-168477198-snap-gene-0.12-mRNA-1 0 5516204 60M246N356M401N96M147N161M258N227M MD:Z:654G72C172 NM:i:2 246,401,147,258 4
myseq0.fa.r112 0.99 maker-168477087-snap-gene-0.7-mRNA-1 16 7166443 268M1397N199M149N193M MD:Z:660 NM:i:0 1397,149 2
myseq12000.fa.r112 0.99 maker-168476215-snap-gene-0.116-mRNA-2 16 7748684 720M151N255M324N172M226N228M110N134M126N84M124N291M135N333M99N165M MD:Z:68G107T48G147G507T3A107T194C100G30G45G196T92A128C596 NM:i:14 151,324,226,110,126,124,135,99 8
myseq12000.fa.r112 0.99 maker-168475846-snap-gene-0.18-mRNA-1 16 7750793 686M1195N588M MD:Z:27G94A12C11G1C14G631C477 NM:i:7 1195 1
myseq3000.fa.r112 0.99 maker-168475173-augustus-gene-0.14-mRNA-1 0 9162515 545M885N218M238N557M128N966M MD:Z:1410A347A527 NM:i:2 885,238,128 3
myseq0.fa.r112 0.99 maker-168474668-augustus-gene-0.45-mRNA-1 0 7076755 114M88N60M75N72M84N48M301N116M171N124M120N69M105N121M104N528M MD:Z:692C271T16C270 NM:i:3 88,75,84,301,171,120,105,104 8
myseq12000.fa.r112 0.99 maker-168473566-augustus-gene-0.46-mRNA-1 0 7718098 411M1279N365M85N237M192N675M MD:Z:1688 NM:i:0 1279,85,192 3
myseq12000.fa.r112 0.99 maker-168473482-augustus-gene-0.24-mRNA-1 0 7750844 1207M654N254M81N127M349N366M MD:Z:317T16G2C4G23C97T265G69A81A890T132T47 NM:i:11 654,81,349 3
myseq9000.fa.r112 0.99 maker-168473475-snap-gene-0.15-mRNA-1 0 7059406 492M117N131M300N475M MD:Z:116C564G49T366 NM:i:3 117,300 2
myseq9000.fa.r112 0.99 maker-168473473-snap-gene-0.16-mRNA-1 16 9173343 332M175N135M178N240M114N169M548N491M129N111M159N357M MD:Z:193T297T872T300A47G121 NM:i:5 175,178,114,548,129,159 6
myseq12000.fa.r112 0.99 maker-168472835-augustus-gene-0.33-mRNA-1 16 7660019 446M194N91M205N111M213N48M285N192M MD:Z:462A37C10A376 NM:i:3 194,205,213,285 4
myseq0.fa.r112 0.99 maker-168472071-snap-gene-1.66-mRNA-1 16 7145080 549M106N185M453N960M188N220M MD:Z:825T94T993 NM:i:2 106,453,188 3
myseq6000.fa.r112 0.99 maker-168472071-snap-gene-1.65-mRNA-1 16 954781 80M117N93M237N72M160N466M MD:Z:711 NM:i:0 117,237,160 3
myseq0.fa.r112 0.99 maker-168472063-augustus-gene-0.61-mRNA-1 0 7063384 116M564N163M MD:Z:279 NM:i:0 564 1
myseq0.fa.r112 0.99 maker-168471627-augustus-gene-0.34-mRNA-1 16 7165548 304M689N207M342N325M MD:Z:836 NM:i:0 689,342 2
myseq12000.fa.r112 0.99 maker-168471524-augustus-gene-0.45-mRNA-1 0 7658607 906M77N274M MD:Z:250G9C287T8A8G11G104A213GT22G10C64G1C84C31A63 NM:i:15 77 1
myseq3000.fa.r112 0.99 maker-168471159-augustus-gene-0.40-mRNA-1 16 9164597 1477M92N114M MD:Z:506A812A271 NM:i:2 92 1
myseq0.fa.r112 0.99 maker-168471133-augustus-gene-0.27-mRNA-2 16 7168663 1595M203N255M234N120M83N34M132N53M105N261M1541N51M272N249M473N229M1595N583M MD:Z:789C2640 NM:i:1 203,234,83,132,105,1541,272,473,1595 9
myseq6000.fa.r112 0.99 maker-168470123-augustus-gene-0.144-mRNA-1 0 6814348 53M96N121M1041N129M223N540M MD:Z:843 NM:i:0 96,1041,223 3
myseq12000.fa.r112 0.99 maker-168469723-augustus-gene-0.18-mRNA-1 0 7596256 48M116N87M90N487M334N72M355N62M104N69M176N661M MD:Z:507A134A685C68A43G44 NM:i:5 116,90,334,355,104,176 6
myseq9000.fa.r112 0.99 maker-168469401-augustus-gene-0.27-mRNA-1 0 9203665 425M200N172M99N179M233N159M92N431M MD:Z:11G165G137G346A2T286A413 NM:i:6 200,99,233,92 4
myseq12000.fa.r112 0.99 maker-168469075-augustus-gene-0.30-mRNA-1 0 7660323 239M824N63M111N471M MD:Z:27A745 NM:i:1 824,111 2
myseq6000.fa.r112 0.99 maker-168469074-snap-gene-0.43-mRNA-1 0 6851931 424M954N405M MD:Z:556A272 NM:i:1 954 1
myseq9000.fa.r112 0.99 maker-168468833-snap-gene-0.32-mRNA-1 0 9130720 52M112N44M120N626M MD:Z:662A59 NM:i:1 112,120 2
myseq3000.fa.r112 0.99 maker-168468305-augustus-gene-0.12-mRNA-1 16 9282109 789M75N67M83N229M1284N77M90N66M87N49M689N53M319N55M118N89M144N119M90N60M226N205M MD:Z:65A1792 NM:i:1 75,83,1284,90,87,689,319,118,144,90,226 11
myseq12000.fa.r112 0.99 maker-168467678-augustus-gene-0.5-mRNA-1 0 7731773 852M255N486M184N171M91N186M131N123M126N111M83N866M MD:Z:131C311C86G1412G851 NM:i:4 255,184,91,131,126,83 6
myseq9000.fa.r112 0.99 maker-168467618-augustus-gene-0.44-mRNA-1 16 9266456 733M306N862M MD:Z:166T42T334C76C117C138C31G29C335A318 NM:i:9 306 1
myseq12000.fa.r112 0.99 maker-168467324-augustus-gene-0.34-mRNA-1 0 7628023 1657M241N156M102N74M192N88M103N78M98N116M170N67M88N131M146N722M MD:Z:675T2413 NM:i:1 241,102,192,103,98,170,88,146 8
myseq12000.fa.r112 0.99 maker-168467191-snap-gene-0.66-mRNA-1 16 7623118 391M163N345M162N411M303N113M MD:Z:174A100T141G77T5C590T167 NM:i:6 163,162,303 3
myseq6000.fa.r112 0.99 maker-168466654-snap-gene-0.65-mRNA-1 0 6852098 204M1090N112M378N62M1127N222M260N1296M156N1224M MD:Z:101T694T363T103C187G4A30A67A248G53A126C437A486T110T97 NM:i:14 1090,378,1127,260,156 5
myseq12000.fa.r112 0.99 maker-168466464-augustus-gene-0.38-mRNA-1 16 7734161 475M164N70M345N86M99N71M MD:Z:702 NM:i:0 164,345,99 3
myseq0.fa.r112 0.99 maker-168466145-snap-gene-0.34-mRNA-1 0 5033100 391M79N796M166N199M MD:Z:15G248C74G504C19A32T280T126A80 NM:i:8 79,166 2
myseq3000.fa.r112 0.99 maker-168465918-snap-gene-0.17-mRNA-1 0 9303065 265M2669N77M117N79M138N567M209N1748M MD:Z:2016C399C319 NM:i:2 2669,117,138,209 4
myseq6000.fa.r112 0.99 maker-168465536-augustus-gene-0.43-mRNA-1 16 6712902 84M395N444M247N113M146N124M100N219M MD:Z:295C53G580G53 NM:i:3 395,247,146,100 4
myseq0.fa.r112 0.99 maker-168465459-snap-gene-0.46-mRNA-1 0 7070435 287M128N69M102N91M344N135M202N113M122N91M MD:Z:786 NM:i:0 128,102,344,202,122 5
myseq0.fa.r112 0.99 maker-168465107-snap-gene-0.84-mRNA-1 0 7045485 155M315N204M263N204M569N400M MD:Z:963 NM:i:0 315,263,569 3
myseq0.fa.r112 0.99 maker-168464232-snap-gene-0.102-mRNA-1 16 7102481 129M116N71M144N88M106N192M1195N1127M MD:Z:1607 NM:i:0 116,144,106,1195 4
myseq9000.fa.r112 0.99 maker-168464103-augustus-gene-0.45-mRNA-1 16 9260580 291M152N63M117N225M709N98M614N331M MD:Z:1008 NM:i:0 152,117,709,614 4
myseq12000.fa.r112 0.99 maker-168464033-snap-gene-0.111-mRNA-1 0 7658978 779M114N103M101N66M MD:Z:77G682C70G28C87 NM:i:4 114,101 2
myseq12000.fa.r112 0.99 maker-168462639-augustus-gene-0.12-mRNA-1 16 7753992 106M358N62M199N179M MD:Z:347 NM:i:0 358,199 2
myseq12000.fa.r112 0.99 maker-168462173-augustus-gene-0.54-mRNA-1 0 7623243 69M380N154M1008N177M125N70M225N65M347N144M92N74M105N89M1096N98M188N853M MD:Z:1793 NM:i:0 380,1008,125,225,347,92,105,1096,188 9
myseq3000.fa.r112 0.99 maker-168462046-snap-gene-0.34-mRNA-1 0 9138199 81M853N1548M MD:Z:61A116G50GC7C5G35G57G25A1A88T49A154A10G204G13A15C100GG620 NM:i:19 853 1
myseq0.fa.r112 0.99 maker-168461880-snap-gene-0.32-mRNA-1 16 7090811 78M818N69M182N38M108N223M830N132M893N96M220N767M MD:Z:112T777T4A82G175G113A44G89 NM:i:7 818,182,108,830,893,220 6
myseq12000.fa.r112 0.99 maker-168460908-augustus-gene-0.50-mRNA-2 0 7753716 430M98N32M1269N31M100N1821M MD:Z:43A35C2234 NM:i:2 98,1269,100 3
myseq0.fa.r112 0.99 maker-168460664-snap-gene-0.11-mRNA-1 0 7069686 575M629N739M237N216M304N120M MD:Z:30CA46T30A11A53T100G97C17T124G840T81T15G1C17G173 NM:i:15 629,237,304 3
myseq0.fa.r112 0.99 maker-168460295-augustus-gene-0.18-mRNA-2 16 7168856 590M387N246M1595N277M136N278M419N1062M MD:Z:61G34A2356 NM:i:2 387,1595,136,419 4
myseq6000.fa.r112 0.99 maker-168460192-snap-gene-0.52-mRNA-1 16 6851684 1112M94N98M107N129M762N285M1150N444M30N27M MD:Z:283C491T251A26G389G191T89T368 NM:i:7 94,107,762,1150,30 5
myseq0.fa.r112 0.99 maker-168459711-augustus-gene-1.92-mRNA-1 16 7166013 946M594N2887M MD:Z:166T143A317G110A33C448A118G1410A164A27T86G58A33A288T242A175 NM:i:15 594 1
myseq3000.fa.r112 0.99 maker-168459523-snap-gene-1.75-mRNA-1 16 9218255 167M2017N261M MD:Z:428 NM:i:0 2017 1
myseq12000.fa.r112 0.99 maker-168458870-augustus-gene-0.75-mRNA-1 0 7751811 1832M824N883M MD:Z:175A44T514T257T386N100G1233 NM:i:6 824 1
myseq12000.fa.r112 0.99 maker-168457605-snap-gene-0.26-mRNA-1 16 7720128 453M25N536M175N55M MD:Z:37G65T299T47C39A53T93T33C33G153C182 NM:i:10 25,175 2
myseq15000.fa.r112 0.99 maker-168457505-augustus-gene-0.34-mRNA-1 16 902795 953M128N276M123N1105M104N680M MD:Z:26G1025G73C403T28AAA1057C231A10T101A35T13 NM:i:12 128,123,104 3
myseq3000.fa.r112 0.99 maker-168457391-snap-gene-0.43-mRNA-1 16 9302899 28M71N257M229N1077M MD:Z:79G52A97C53G57T81C100G68A62A40T106C132C104A85A36T195 NM:i:15 71,229 2
myseq0.fa.r112 0.99 maker-168457142-augustus-gene-0.37-mRNA-1 0 7126808 221M225N21M83N682M MD:Z:461T462 NM:i:1 225,83 2
myseq6000.fa.r112 0.99 maker-168455746-augustus-gene-0.21-mRNA-1 16 6754258 145M115N5244M373N486M MD:Z:41A86A109T13C31C27T61T11T22A39G47T2T105T238A157C15A77C22T27G269A23G31A289C186G137C120A181T68TG51G86T105A144T35A180G85A27C23T42G313T1C87C147T49A1A123G115A2C10T6G13C44C6T162G116GC141C61G27G180T74T15G15A314G32C16C306T92T127 NM:i:68 115,373 2
myseq3000.fa.r112 0.99 maker-168455722-augustus-gene-0.79-mRNA-1 16 9303186 337M136N69M1810N126M198N162M262N304M MD:Z:62A16T18A38G403T202A24T197G3G20T5 NM:i:10 136,1810,198,262 4
myseq3000.fa.r112 0.99 maker-168455701-augustus-gene-0.41-mRNA-1 16 9168588 562M1170N391M265N251M952N71M161N374M MD:Z:43A410A503T89A275G324 NM:i:5 1170,265,952,161 4
myseq12000.fa.r112 0.99 maker-168455588-augustus-gene-0.13-mRNA-1 16 7666793 854M182N3117M MD:Z:304A1402C601G41G1619 NM:i:4 182 1
myseq6000.fa.r112 0.99 maker-168454985-augustus-gene-0.20-mRNA-1 16 6824144 165M161N1011M276N63M189N54M106N177M158N132M114N138M303N699M181N36M MD:Z:270A2204 NM:i:1 161,276,189,106,158,114,303,181 8
myseq3000.fa.r112 0.99 maker-168454869-augustus-gene-0.72-mRNA-1 0 9202820 349M143N255M116N194M MD:Z:14T783 NM:i:1 143,116 2
myseq12000.fa.r112 0.99 maker-168454391-augustus-gene-1.116-mRNA-1 0 7675085 321M202N582M81N73M181N134M88N213M82N159M176N258M MD:Z:20CC6A12G56C8G521A41T626C185A72C38C12A76G53 NM:i:14 202,81,181,88,82,176 6
myseq12000.fa.r112 0.99 maker-168454181-augustus-gene-0.110-mRNA-1 0 7749830 123M163N394M121N614M114N513M MD:Z:539T26T104G162A122A82T603 NM:i:6 163,121,114 3
myseq12000.fa.r112 0.99 maker-168453265-snap-gene-0.7-mRNA-1 0 7753607 195M1113N242M457N391M277N405M434N36M MD:Z:74A385G276A29T111G389 NM:i:5 1113,457,277,434 4
myseq9000.fa.r112 0.99 maker-168453090-snap-gene-0.20-mRNA-1 0 9239769 798M1537N114M MD:Z:880T31 NM:i:1 1537 1
myseq6000.fa.r112 0.99 maker-168452677-augustus-gene-0.13-mRNA-1 0 6830523 297M440N116M127N119M160N149M600N921M271N255M414N158M145N80M287N136M170N150M186N631M MD:Z:248T523T1235A432T312C173A83 NM:i:6 440,127,160,600,271,414,145,287,170,186 10
myseq6000.fa.r112 0.99 maker-168451930-augustus-gene-0.18-mRNA-1 0 6751920 79M78N63M116N310M843N1329M MD:Z:642T1138 NM:i:1 78,116,843 3
myseq6000.fa.r112 0.99 maker-168450844-snap-gene-0.45-mRNA-1 0 6812316 348M114N54M152N54M715N1280M MD:Z:54G43C181A287T76G68G142C195A42A182A456 NM:i:10 114,152,715 3
myseq0.fa.r112 0.99 maker-168450752-augustus-gene-0.76-mRNA-1 0 7160091 327M305N3309M MD:Z:101A941T363A55T1503C13C654 NM:i:6 305 1
myseq3000.fa.r112 0.99 maker-168450752-augustus-gene-0.75-mRNA-1 16 9132987 593M103N146M408N75M MD:Z:586G143G83 NM:i:2 103,408 2
myseq9000.fa.r112 0.99 maker-168450731-augustus-gene-0.65-mRNA-1 0 9301229 198M1241N151M1945N724M MD:Z:1073 NM:i:0 1241,1945 2
myseq6000.fa.r112 0.99 maker-168450289-snap-gene-0.26-mRNA-1 16 6845750 1266M17N252M MD:Z:29C235G110T106G10A1C137C120C23T27G211A25A84C68C58G142A22T20A26T21G23 NM:i:20 17 1
myseq6000.fa.r112 0.99 maker-168450254-snap-gene-0.5-mRNA-1 0 6774519 977M98N321M MD:Z:13C443C245G87G95G205T204 NM:i:6 98 1
myseq0.fa.r112 0.99 maker-168450214-augustus-gene-0.96-mRNA-1 16 7061811 1965M136N266M MD:Z:17A393T960A59A11G6T9A29T52T23A60C69T88G148C293 NM:i:14 136 1
myseq6000.fa.r112 0.99 maker-168449508-snap-gene-0.58-mRNA-1 0 6805781 339M1206N117M126N98M173N713M MD:Z:1180G24C6G41G12 NM:i:4 1206,126,173 3
myseq3000.fa.r112 0.99 maker-168448714-augustus-gene-0.5-mRNA-1 0 9300150 389M117N205M146N201M93N215M130N254M128N53M106N867M MD:Z:49G128A73G241G116C593C117A28T338C74T417 NM:i:10 117,146,93,130,128,106 6
myseq0.fa.r112 0.99 maker-168448533-augustus-gene-0.28-mRNA-1 16 5439766 368M126N60M115N189M107N100M186N65M68N94M191N81M MD:Z:693C263 NM:i:1 126,115,107,186,68,191 6
myseq9000.fa.r112 0.99 maker-168447716-augustus-gene-0.16-mRNA-1 16 9180459 68M229N32M360N1895M MD:Z:322C823A334G36A414T61 NM:i:5 229,360 2
myseq12000.fa.r112 0.99 maker-168447201-augustus-gene-0.16-mRNA-1 0 7683690 2013M135N81M234N1490M MD:Z:548C280G26A319A133A25A355T50G9G68A1029G731 NM:i:11 135,234 2
myseq9000.fa.r112 0.99 maker-168447156-augustus-gene-0.8-mRNA-1 0 9270092 171M57N336M119N1089M MD:Z:395G5T166T46T485A494 NM:i:5 57,119 2
myseq3000.fa.r112 0.99 maker-168447126-snap-gene-0.104-mRNA-1 16 9300433 165M26N270M MD:Z:19A223A87G103 NM:i:3 26 1
myseq12000.fa.r112 0.99 maker-168446894-snap-gene-0.37-mRNA-1 0 7728285 19M19N116M323N57M107N81M125N80M176N652M MD:Z:131C343A290T238 NM:i:3 19,323,107,125,176 5
myseq12000.fa.r112 0.99 maker-168446536-augustus-gene-0.75-mRNA-2 0 7753755 205M84N66M1606N239M692N181M396N74M79N181M115N89M201N74M96N79M MD:Z:693C494 NM:i:1 84,1606,692,396,79,115,201,96 8
myseq12000.fa.r112 0.99 maker-168446536-augustus-gene-0.75-mRNA-1 0 7753755 205M84N66M1606N239M692N290M135N32M120N74M79N181M115N89M201N74M96N79M MD:Z:834C494 NM:i:1 84,1606,692,135,120,79,115,201,96 9
myseq9000.fa.r112 0.99 maker-168446115-augustus-gene-0.19-mRNA-1 16 9214742 743M195N30M141N72M295N37M90N57M97N58M591N55M224N47M108N92M567N1310M MD:Z:1583C159T757 NM:i:2 195,141,295,90,97,591,224,108,567 9
myseq6000.fa.r112 0.99 maker-168445080-augustus-gene-0.64-mRNA-1 0 6797781 2249M552N123M MD:Z:717C1654 NM:i:1 552 1
myseq9000.fa.r112 0.99 maker-168444997-augustus-gene-0.96-mRNA-1 0 9304058 257M1010N563M140N82M96N67M2615N186M138N61M177N444M136N85M164N169M MD:Z:137C23C692G272C154A239A272T118 NM:i:7 1010,140,96,2615,138,177,136,164 8
myseq0.fa.r112 0.99 maker-168444976-augustus-gene-0.10-mRNA-1 16 4827097 33M222N126M162N277M106N250M163N419M131N41M MD:Z:50G348G114G84C43T339G132A29 NM:i:7 222,162,106,163,131 5
myseq0.fa.r112 0.99 maker-168444136-augustus-gene-0.30-mRNA-1 16 7168916 1435M163N351M90N197M385N277M119N213M147N126M134N138M101N131M4398N215M115N267M241N196M126N100M151N215M159N196M626N746M MD:Z:466C348A1906T38A1319G721 NM:i:5 163,90,385,119,147,134,101,4398,115,241,126,151,159,626 14
myseq3000.fa.r112 0.99 maker-168443245-augustus-gene-0.45-mRNA-1 16 9284739 931M1213N131M82N444M107N218M124N119M138N73M124N188M87N68M MD:Z:810T1361 NM:i:1 1213,82,107,124,138,124,87 7
myseq9000.fa.r112 0.99 maker-168442368-snap-gene-0.5-mRNA-1 0 9298514 77M191N188M87N98M272N134M162N156M340N16M109N63M MD:Z:79A652 NM:i:1 191,87,272,162,340,109 6
myseq12000.fa.r112 0.99 maker-168441520-augustus-gene-0.98-mRNA-1 0 7749638 327M149N267M279N128M138N198M73N9M1032N826M MD:Z:1755 NM:i:0 149,279,138,73,1032 5
myseq12000.fa.r112 0.99 maker-168440768-augustus-gene-0.55-mRNA-1 16 7636868 194M107N253M80N261M96N39M MD:Z:129A515C76A24 NM:i:3 107,80,96 3
myseq9000.fa.r112 0.99 maker-168440457-augustus-gene-0.44-mRNA-1 16 9298368 547M240N84M99N243M397N1142M66N67M MD:Z:562A56C141G47C631A124A300T62C152 NM:i:8 240,99,397,66 4
myseq12000.fa.r112 0.99 maker-168440195-snap-gene-0.5-mRNA-1 0 7753975 99M1716N582M MD:Z:10A9C120G20G203C74C218T20 NM:i:7 1716 1
myseq9000.fa.r112 0.99 maker-168438608-augustus-gene-0.15-mRNA-1 16 9240493 785M82N220M MD:Z:45G88A76T9T18C18A135A609 NM:i:7 82 1
myseq3000.fa.r112 0.99 maker-168438411-snap-gene-0.37-mRNA-1 0 9297643 155M251N98M369N51M203N1289M94N125M121N145M121N735M MD:Z:75G122G2246C152 NM:i:3 251,369,203,94,121,121 6
myseq3000.fa.r112 0.99 maker-168438397-snap-gene-0.98-mRNA-1 0 9223466 1498M48N240M1799N80M323N219M MD:Z:470C1566 NM:i:1 48,1799,323 3
myseq3000.fa.r112 0.99 maker-168436463-augustus-gene-0.23-mRNA-1 16 9300749 440M1971N1318M MD:Z:419G682T380T200AA72 NM:i:5 1971 1
myseq12000.fa.r112 0.99 maker-168435993-augustus-gene-0.40-mRNA-1 16 7753800 643M122N3106M MD:Z:479C78T928G139A2121 NM:i:4 122 1
myseq6000.fa.r112 0.99 maker-168435990-augustus-gene-0.17-mRNA-1 16 6803298 319M694N279M199N191M319N258M180N46M MD:Z:78A50G963 NM:i:2 694,199,319,180 4
myseq12000.fa.r112 0.99 maker-168435861-augustus-gene-0.92-mRNA-1 16 6093435 882M135N237M103N234M129N295M111N149M351N282M125N129M MD:Z:597A356T1253 NM:i:2 135,103,129,111,351,125 6
myseq3000.fa.r112 0.99 maker-168435176-augustus-gene-0.5-mRNA-1 16 9176959 513M92N120M100N228M94N288M80N598M MD:Z:9C56T106A25G585T11G14G6T2A179G29A5A368C68AG172A96 NM:i:16 92,100,94,80 4
myseq12000.fa.r112 0.99 maker-168434667-augustus-gene-0.77-mRNA-2 16 7748579 595M345N99M130N129M295N168M147N63M MD:Z:3C94A177A58C24C145T547 NM:i:6 345,130,295,147 4
myseq12000.fa.r112 0.99 maker-168434667-augustus-gene-0.77-mRNA-1 16 7748579 595M119N128M98N99M130N129M295N168M147N63M MD:Z:3C94A177A58C24C145T100A12C561 NM:i:8 119,98,130,295,147 5
myseq0.fa.r112 0.99 maker-168434666-augustus-gene-0.19-mRNA-1 0 7070853 902M103N790M MD:Z:1692 NM:i:0 103 1
myseq3000.fa.r112 0.99 maker-168434643-augustus-gene-0.52-mRNA-1 0 764308 80M200N282M523N523M MD:Z:709C171G3 NM:i:2 200,523 2
myseq9000.fa.r112 0.99 maker-168434530-augustus-gene-0.4-mRNA-1 0 9299219 657M455N92M59N68M MD:Z:235T79G244T9T4T197GC30T11 NM:i:8 455,59 2
myseq9000.fa.r112 0.99 maker-168434496-snap-gene-0.28-mRNA-1 0 9283614 139M872N393M267N1007M MD:Z:119G525TC892 NM:i:3 872,267 2
myseq6000.fa.r112 0.99 maker-168434089-snap-gene-0.34-mRNA-3 0 6848606 384M83N283M177N245M585N249M859N138M190N48M132N110M882N582M MD:Z:13GC2024 NM:i:2 83,177,585,859,190,132,882 7
myseq12000.fa.r112 0.99 maker-168433852-snap-gene-0.70-mRNA-1 0 7753543 202M86N239M182N112M164N145M141N143M289N173M295N360M136N56M2910N113M328N1827M MD:Z:516C1916G625T310 NM:i:3 86,182,164,141,289,295,136,2910,328 9
myseq3000.fa.r112 0.99 maker-168433576-snap-gene-0.35-mRNA-1 0 9280006 1339M613N445M246N116M603N869M MD:Z:28A32T159A15A19G3A4G89G42A110G96C64A2TG28A115T215A202T438C122G522G151T34T93A162 NM:i:24 613,246,603 3
myseq9000.fa.r112 0.99 maker-168432752-augustus-gene-0.33-mRNA-1 0 9301941 66M496N958M113N128M MD:Z:40T1111 NM:i:1 496,113 2
myseq0.fa.r112 0.99 maker-168432683-augustus-gene-0.84-mRNA-1 16 7107818 244M128N260M104N151M MD:Z:655 NM:i:0 128,104 2
myseq6000.fa.r112 0.99 maker-168432007-augustus-gene-0.15-mRNA-1 16 6849876 1482M1368N1626M166N77M330N86M MD:Z:17G1117A407T1007A719 NM:i:4 1368,166,330 3
myseq12000.fa.r112 0.99 maker-168431716-augustus-gene-0.6-mRNA-2 0 7754089 134M188N86M356N111M134N185M268N136M313N118M157N102M167N280M MD:Z:63T4T3C2C12AG411T22T116C287T222 NM:i:10 188,356,134,268,313,157,167 7
myseq0.fa.r112 0.99 maker-168431635-snap-gene-0.80-mRNA-1 16 7164274 659M232N643M MD:Z:1008C293 NM:i:1 232 1
myseq0.fa.r112 0.99 maker-168431438-snap-gene-0.22-mRNA-1 0 7112754 286M88N864M MD:Z:962C53G133 NM:i:2 88 1
myseq6000.fa.r112 0.99 maker-168431122-augustus-gene-0.13-mRNA-1 16 6826808 1022M114N159M158N194M93N193M434N1087M MD:Z:695T520C20T293T26G259T563C272 NM:i:7 114,158,93,434 4
myseq12000.fa.r112 0.99 maker-168431040-augustus-gene-1.120-mRNA-1 16 7699881 452M119N645M192N747M MD:Z:1844 NM:i:0 119,192 2
myseq0.fa.r112 0.99 maker-168430821-snap-gene-0.7-mRNA-1 16 7168876 224M96N178M92N197M695N42M77N109M MD:Z:38T75C228C83A78C94A114C9A3C19 NM:i:9 96,92,695,77 4
myseq6000.fa.r112 0.99 maker-168430490-augustus-gene-0.14-mRNA-1 16 6811761 97M278N52M498N170M107N477M114N230M137N133M178N89M94N71M103N85M110N114M1364N703M MD:Z:824C1396 NM:i:1 278,498,107,114,137,178,94,103,110,1364 10
myseq12000.fa.r112 0.99 maker-168429947-augustus-gene-0.37-mRNA-1 0 7712320 2054M192N1161M MD:Z:58G176A493T231C253C638G161C743C110T3A75T1A247A13 NM:i:13 192 1
myseq0.fa.r112 0.99 maker-168428854-augustus-gene-0.5-mRNA-1 16 6043165 512M893N115M108N407M208N108M102N138M MD:Z:3C218T73C983 NM:i:3 893,108,208,102 4
myseq6000.fa.r112 0.99 maker-168427467-augustus-gene-0.6-mRNA-1 0 6851902 416M272N1343M433N761M MD:Z:1763A756 NM:i:1 272,433 2
myseq9000.fa.r112 0.99 maker-168427220-augustus-gene-0.5-mRNA-1 16 9237950 502M128N249M103N102M MD:Z:88A12G4A3T17C8C30A3T2T18G88T41CA22G44C34C30G38CGC351 NM:i:20 128,103 2
myseq3000.fa.r112 0.99 maker-168426594-augustus-gene-0.101-mRNA-1 0 9232272 150M120N131M311N180M154N973M MD:Z:453C980 NM:i:1 120,311,154 3
myseq12000.fa.r112 0.99 maker-168426298-augustus-gene-0.86-mRNA-1 16 7704878 279M966N134M91N46M75N485M210N232M MD:Z:1176 NM:i:0 966,91,75,210 4
myseq9000.fa.r112 0.99 maker-168425879-snap-gene-0.36-mRNA-1 16 9171354 756M111N181M114N198M99N161M2682N494M321N53M548N18M MD:Z:1152G165A542 NM:i:2 111,114,99,2682,321,548 6
myseq6000.fa.r112 0.99 maker-168425634-augustus-gene-0.37-mRNA-1 16 6837445 2033M1060N437M MD:Z:79C229T2160 NM:i:2 1060 1
myseq3000.fa.r112 0.99 maker-168424392-augustus-gene-0.80-mRNA-1 0 9297518 114M119N864M MD:Z:418A559 NM:i:1 119 1
