bin coverage transcript strand gene cigar MD NM
myseq9000.fa.r112 0.99 snap_masked-163669348-processed-gene-0.2-mRNA-1 16 9290375 1452M MD:Z:234T14G296A425C479 NM:i:4
myseq9000.fa.r112 0.99 snap_masked-163129610-processed-gene-0.2-mRNA-1 0 9298719 1191M MD:Z:128C158T8C77C278T245A137G98G5G48 NM:i:9
myseq9000.fa.r112 0.99 snap_masked-162989205-processed-gene-0.3-mRNA-1 16 9212346 336M MD:Z:336 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-162989205-processed-gene-0.2-mRNA-1 16 9212346 231M MD:Z:178A52 NM:i:1
myseq9000.fa.r112 0.99 snap_masked-162939682-processed-gene-0.2-mRNA-1 16 9278739 446M MD:Z:22A2C5C51T39T5G19C40T7A3T14A16A1T6A3TA13T11A9T7A18G2T1C2C13TA2CA9T1A1T1A2G2G9G8T5A12T5T4AC3A1TT24T3 NM:i:45
myseq0.fa.r112 0.99 snap_masked-162868190-processed-gene-0.2-mRNA-1 0 7018003 300M MD:Z:84A215 NM:i:1
myseq6000.fa.r112 0.99 snap_masked-162859302-processed-gene-0.2-mRNA-1 0 6780749 231M MD:Z:231 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-162700684-processed-gene-0.1-mRNA-1 0 9292860 438M MD:Z:30T311A46T24A23 NM:i:4
myseq3000.fa.r112 0.99 snap_masked-162670558-processed-gene-0.2-mRNA-1 0 9141385 1362M MD:Z:1068T293 NM:i:1
myseq9000.fa.r112 0.99 snap_masked-162441683-processed-gene-0.3-mRNA-1 16 9282394 2505M MD:Z:165A341G188G182C149A2C75A160A422T195C61G21C338C23G1G118G48 NM:i:16
myseq3000.fa.r112 0.99 snap_masked-162397403-processed-gene-0.3-mRNA-1 0 9165413 315M MD:Z:9A26G85C99A41T50 NM:i:5
myseq0.fa.r112 0.99 snap_masked-162326255-processed-gene-0.2-mRNA-1 0 7158162 516M MD:Z:10CC158C98C233G3G8 NM:i:6
myseq6000.fa.r112 0.99 snap_masked-162171145-processed-gene-0.2-mRNA-1 0 6751488 2653M MD:Z:32C127A597G251T651T30A129A52G1A578C75G25G31A61 NM:i:13
myseq6000.fa.r112 0.99 snap_masked-162146890-processed-gene-0.2-mRNA-1 0 6849192 2868M MD:Z:44G7G43G64C4C34C39C61G89G43C58A18G568T82T314C150A500G99T167G89G176G26C171 NM:i:22
myseq9000.fa.r112 0.99 snap_masked-162130489-processed-gene-0.3-mRNA-1 16 9265291 345M MD:Z:166C103C74 NM:i:2
myseq3000.fa.r112 0.99 snap_masked-162045085-processed-gene-0.2-mRNA-1 16 9234342 502M MD:Z:19C137C119T1C32G37T44C12C47A32A12 NM:i:10
myseq9000.fa.r112 0.99 snap_masked-162013780-processed-gene-0.3-mRNA-1 0 9283723 633M MD:Z:36A51T175G152A75T42A16C24T54 NM:i:8
myseq9000.fa.r112 0.99 snap_masked-161884287-processed-gene-0.2-mRNA-1 16 9299559 339M MD:Z:172C27A138 NM:i:2
myseq0.fa.r112 0.99 snap_masked-161783185-processed-gene-0.2-mRNA-1 0 1631384 828M MD:Z:828 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-161588029-processed-gene-0.2-mRNA-1 16 9199234 702M MD:Z:57G64A28T1G52T4A33C30A35A19A54C14A8C38TC114C118A16 NM:i:17
myseq9000.fa.r112 0.99 snap_masked-160402875-processed-gene-0.2-mRNA-1 0 9246295 858M MD:Z:139C278T54T240T143 NM:i:4
myseq6000.fa.r112 0.99 snap_masked-160354377-processed-gene-0.1-mRNA-1 0 6817066 192M MD:Z:192 NM:i:0
myseq3000.fa.r112 0.99 snap_masked-160209591-processed-gene-0.1-mRNA-1 0 9210033 210M MD:Z:210 NM:i:0
myseq12000.fa.r112 0.99 snap_masked-160194821-processed-gene-0.2-mRNA-1 0 7751421 927M MD:Z:639C85A56G144 NM:i:3
myseq6000.fa.r112 0.99 snap_masked-160071106-processed-gene-0.1-mRNA-1 0 6770158 297M MD:Z:8A288 NM:i:1
myseq0.fa.r112 0.99 snap_masked-159967873-processed-gene-0.5-mRNA-1 16 7025985 1178M MD:Z:252A132T553A238 NM:i:3
myseq12000.fa.r112 0.99 snap_masked-159758204-processed-gene-0.4-mRNA-1 0 7740897 2769M MD:Z:206T5G132G59A179CG79A71G4A54T79A75C423G18A34A14A328A125A7T285C292G18T260 NM:i:22
myseq12000.fa.r112 0.99 snap_masked-159154714-processed-gene-0.2-mRNA-1 16 7719912 1947M MD:Z:129A200T92T155A386T190A10T201A211A300T63 NM:i:10
myseq6000.fa.r112 0.99 snap_masked-159115647-processed-gene-0.3-mRNA-1 0 6839530 372M MD:Z:372 NM:i:0
myseq9000.fa.r112 0.99 snap_masked-158985397-processed-gene-0.2-mRNA-1 16 9236024 1977M MD:Z:629C1347 NM:i:1
myseq12000.fa.r112 0.99 snap_masked-158383099-processed-gene-0.1-mRNA-1 0 7667561 180M MD:Z:6T121C6GC43 NM:i:4
myseq6000.fa.r112 0.99 snap_masked-119281123-processed-gene-0.2-mRNA-1 0 5846584 1017M MD:Z:573A181G261 NM:i:2
myseq3000.fa.r112 0.99 snap_masked-115875406-processed-gene-0.1-mRNA-1 16 9178622 288M MD:Z:111T176 NM:i:1
myseq0.fa.r112 0.99 snap_masked-108595395-processed-gene-0.2-mRNA-1 16 1671744 570M MD:Z:76C24C93C9C80A18A109T52G64A36 NM:i:9
myseq6000.fa.r112 0.99 snap_masked-102552325-processed-gene-0.1-mRNA-1 16 6804104 315M MD:Z:73A219A21 NM:i:2
myseq6000.fa.r112 0.99 genemark-32366266-processed-gene-0.1-mRNA-1 16 6836993 1194M MD:Z:59T2T90T69A85G63T323A57T66C154C176T31T7 NM:i:12
myseq6000.fa.r112 0.99 genemark-30967787-processed-gene-0.0-mRNA-1 0 6805988 351M MD:Z:16A115G50G93T73 NM:i:4
myseq3000.fa.r112 0.99 genemark-168577638-processed-gene-0.29-mRNA-1 16 9299416 432M MD:Z:432 NM:i:0
myseq12000.fa.r112 0.99 genemark-168577311-processed-gene-0.22-mRNA-1 0 6829954 411M MD:Z:411 NM:i:0
myseq0.fa.r112 0.99 genemark-168577249-processed-gene-0.21-mRNA-1 16 7166367 648M MD:Z:629C18 NM:i:1
myseq0.fa.r112 0.99 genemark-168576395-processed-gene-0.2-mRNA-1 0 2461533 450M MD:Z:450 NM:i:0
myseq6000.fa.r112 0.99 genemark-168567662-processed-gene-0.22-mRNA-1 0 6812389 315M MD:Z:315 NM:i:0
myseq3000.fa.r112 0.99 genemark-168563301-processed-gene-0.26-mRNA-1 0 9251508 411M MD:Z:221G189 NM:i:1
myseq3000.fa.r112 0.99 genemark-168562064-processed-gene-0.33-mRNA-1 16 9297939 549M MD:Z:142G90A67A6C16G18T91G112 NM:i:7
myseq3000.fa.r112 0.99 genemark-168561651-processed-gene-0.17-mRNA-1 0 9131268 492M MD:Z:492 NM:i:0
myseq12000.fa.r112 0.99 genemark-168557670-processed-gene-0.6-mRNA-1 16 7645281 714M MD:Z:58C20T109C13A30T121T205T36G114 NM:i:8
myseq6000.fa.r112 0.99 genemark-168556689-processed-gene-0.12-mRNA-1 16 3439017 744M MD:Z:744 NM:i:0
myseq3000.fa.r112 0.99 genemark-168538374-processed-gene-0.23-mRNA-1 16 9242596 2007M MD:Z:351G1175C479 NM:i:2
myseq12000.fa.r112 0.99 genemark-168535561-processed-gene-0.0-mRNA-1 16 4225268 336M MD:Z:140A29G19T97C47 NM:i:4
myseq12000.fa.r112 0.99 genemark-168532341-processed-gene-0.32-mRNA-1 16 7658351 546M MD:Z:113G18C331T54T26 NM:i:4
myseq6000.fa.r112 0.99 genemark-168529219-processed-gene-0.28-mRNA-1 16 3516654 789M MD:Z:64A2G64C98C193G71T68T58C21A36C96A7 NM:i:11
myseq12000.fa.r112 0.99 genemark-168518625-processed-gene-0.40-mRNA-1 0 7686974 708M MD:Z:16A108C582 NM:i:2
myseq6000.fa.r112 0.99 genemark-168511084-processed-gene-1.99-mRNA-1 16 6795510 690M MD:Z:690 NM:i:0
myseq9000.fa.r112 0.99 genemark-168491533-processed-gene-0.6-mRNA-1 0 9270222 486M MD:Z:486 NM:i:0
myseq0.fa.r112 0.99 genemark-168482832-processed-gene-0.18-mRNA-1 0 7056059 1386M MD:Z:1386 NM:i:0
myseq12000.fa.r112 0.99 genemark-168481447-processed-gene-0.38-mRNA-1 0 7753554 1122M MD:Z:402G417A194A21A84 NM:i:4
myseq12000.fa.r112 0.99 genemark-168471689-processed-gene-0.49-mRNA-1 16 7732410 528M MD:Z:498C29 NM:i:1
myseq0.fa.r112 0.99 genemark-168470123-processed-gene-0.72-mRNA-1 16 7120272 309M MD:Z:309 NM:i:0
myseq0.fa.r112 0.99 genemark-168413975-processed-gene-0.45-mRNA-1 16 7019132 942M MD:Z:805T136 NM:i:1
myseq0.fa.r112 0.99 genemark-168380110-processed-gene-0.21-mRNA-1 16 7061974 1140M MD:Z:145G45A410G19C59G150T76T69T25A133 NM:i:9
myseq3000.fa.r112 0.99 genemark-168338686-processed-gene-0.29-mRNA-1 16 9299710 510M MD:Z:57C7C60C116A118A147 NM:i:5
myseq3000.fa.r112 0.99 genemark-168313065-processed-gene-0.25-mRNA-1 16 9256906 315M MD:Z:315 NM:i:0
myseq6000.fa.r112 0.99 genemark-168312049-processed-gene-0.45-mRNA-1 0 2398397 1464M MD:Z:1464 NM:i:0
myseq3000.fa.r112 0.99 genemark-168305972-processed-gene-0.16-mRNA-1 0 9197190 312M MD:Z:204A107 NM:i:1
myseq9000.fa.r112 0.99 genemark-168302046-processed-gene-0.14-mRNA-1 0 9256799 495M MD:Z:60A434 NM:i:1
myseq9000.fa.r112 0.99 genemark-168300983-processed-gene-0.8-mRNA-1 16 9229244 372M MD:Z:54T78A9G54T173 NM:i:4
myseq3000.fa.r112 0.99 genemark-168292700-processed-gene-0.1-mRNA-1 0 9180876 999M MD:Z:218A297C220G261 NM:i:3
myseq6000.fa.r112 0.99 genemark-168292688-processed-gene-0.26-mRNA-1 0 6806112 687M MD:Z:560G126 NM:i:1
myseq3000.fa.r112 0.99 genemark-168292325-processed-gene-0.1-mRNA-1 16 9271152 798M MD:Z:25G365TT405 NM:i:3
myseq6000.fa.r112 0.99 genemark-168271274-processed-gene-0.10-mRNA-1 16 6747533 621M MD:Z:270C19T20G18G290 NM:i:4
myseq15000.fa.r112 0.99 genemark-168251024-processed-gene-0.24-mRNA-1 0 5474158 345M MD:Z:345 NM:i:0
myseq6000.fa.r112 0.99 genemark-168249711-processed-gene-0.1-mRNA-1 16 6802212 336M MD:Z:179T156 NM:i:1
myseq6000.fa.r112 0.99 genemark-168245911-processed-gene-0.3-mRNA-1 16 6706702 435M MD:Z:108T116T8T200 NM:i:3
myseq6000.fa.r112 0.99 genemark-168244953-processed-gene-0.5-mRNA-1 0 3333069 360M MD:Z:275C2A81 NM:i:2
myseq3000.fa.r112 0.99 genemark-168241506-processed-gene-0.2-mRNA-1 0 9133713 552M MD:Z:59G64A282T144 NM:i:3
myseq0.fa.r112 0.99 genemark-168240060-processed-gene-0.51-mRNA-1 0 7104532 306M MD:Z:306 NM:i:0
myseq6000.fa.r112 0.99 genemark-168236416-processed-gene-0.3-mRNA-1 0 6739842 303M MD:Z:13T102A45A140 NM:i:3
myseq6000.fa.r112 0.99 genemark-168226543-processed-gene-0.43-mRNA-1 0 6850165 324M MD:Z:324 NM:i:0
myseq3000.fa.r112 0.99 genemark-168203283-processed-gene-0.21-mRNA-1 16 9300716 789M MD:Z:12A109G9C125C58TT8T2T41A61T64G65A173C16G8G23 NM:i:15
myseq3000.fa.r112 0.99 genemark-168192020-processed-gene-0.18-mRNA-1 16 9298012 720M MD:Z:155A40C131G60C189C82C57 NM:i:6
myseq12000.fa.r112 0.99 genemark-168191995-processed-gene-0.17-mRNA-1 16 7750608 848M MD:Z:13G191G151A8C3C8T81C5A98A81G5A39T116C36 NM:i:13
myseq12000.fa.r112 0.99 genemark-168190278-processed-gene-0.13-mRNA-1 16 7660666 546M MD:Z:5T505G34 NM:i:2
myseq12000.fa.r112 0.99 genemark-168135504-processed-gene-0.0-mRNA-1 0 7705087 432M MD:Z:346G85 NM:i:1
myseq12000.fa.r112 0.99 genemark-168114386-processed-gene-0.8-mRNA-1 16 7745770 969M MD:Z:11T66G2TA12A15A30T60T1G38G10A24G6TT3A79A21G37A87AA5T10GA14C15A58T21A5G10T2G8A35T14T6T57A55G74C13T14G12 NM:i:39
myseq0.fa.r112 0.99 genemark-168111798-processed-gene-0.13-mRNA-1 16 7060050 552M MD:Z:485G66 NM:i:1
myseq9000.fa.r112 0.99 genemark-168029724-processed-gene-0.4-mRNA-1 16 9231003 312M MD:Z:5G144A58A81A20 NM:i:4
myseq6000.fa.r112 0.99 genemark-167999317-processed-gene-0.3-mRNA-1 16 6830628 245M MD:Z:174G45C24 NM:i:2
myseq0.fa.r112 0.99 genemark-167930266-processed-gene-0.13-mRNA-1 0 7044378 339M MD:Z:339 NM:i:0
myseq0.fa.r112 0.99 genemark-167867026-processed-gene-0.4-mRNA-1 16 7132041 645M MD:Z:164T204G21C245T7 NM:i:4
myseq3000.fa.r112 0.99 genemark-167840340-processed-gene-0.4-mRNA-1 16 9134323 756M MD:Z:756 NM:i:0
myseq12000.fa.r112 0.99 genemark-167107126-processed-gene-0.0-mRNA-1 16 7735667 150M MD:Z:24G125 NM:i:1
myseq3000.fa.r112 0.99 genemark-166735003-processed-gene-0.3-mRNA-1 0 9300053 927M MD:Z:917C9 NM:i:1
myseq0.fa.r112 0.99 genemark-166731363-processed-gene-0.1-mRNA-1 16 7108979 387M MD:Z:387 NM:i:0
myseq12000.fa.r112 0.99 genemark-166593785-processed-gene-0.1-mRNA-1 16 7671880 384M MD:Z:264T119 NM:i:1
myseq12000.fa.r112 0.99 genemark-166507773-processed-gene-0.0-mRNA-1 16 7650882 321M MD:Z:289C31 NM:i:1
myseq0.fa.r112 0.99 genemark-165908296-processed-gene-0.1-mRNA-1 0 7079024 390M MD:Z:390 NM:i:0
myseq0.fa.r112 0.99 genemark-165882519-processed-gene-0.0-mRNA-1 16 7127295 321M MD:Z:23A49G21G71T115A1T35 NM:i:6
myseq12000.fa.r112 0.99 genemark-164898960-processed-gene-0.0-mRNA-1 0 7646025 540M MD:Z:48T52G185G252 NM:i:3
myseq9000.fa.r112 0.99 genemark-164660961-processed-gene-0.1-mRNA-1 0 9259892 406M MD:Z:71T136T104G57AA28C4 NM:i:6
myseq0.fa.r112 0.99 genemark-163805127-processed-gene-0.2-mRNA-1 0 7022592 447M MD:Z:7C287C50G100 NM:i:3
myseq9000.fa.r112 0.99 genemark-162620806-processed-gene-0.0-mRNA-1 0 9271037 774M MD:Z:528A245 NM:i:1
myseq12000.fa.r112 0.99 genemark-162338917-processed-gene-0.1-mRNA-1 16 7651136 612M MD:Z:5A214G6C50G27C9A3A11G35G13A19G70C26G27T7A11A26A28A7 NM:i:18
myseq9000.fa.r112 0.99 genemark-161741964-processed-gene-0.0-mRNA-1 16 9303785 369M MD:Z:262G106 NM:i:1
myseq12000.fa.r112 0.99 genemark-161714239-processed-gene-0.1-mRNA-1 16 7654529 327M MD:Z:307G15T3 NM:i:2
myseq3000.fa.r112 0.99 genemark-159239767-processed-gene-0.0-mRNA-1 0 9133014 345M MD:Z:140A34C88G80 NM:i:3
myseq12000.fa.r112 0.99 genemark-158836197-processed-gene-0.1-mRNA-1 16 7748117 327M MD:Z:156G170 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-99952239-processed-gene-0.2-mRNA-1 16 9248466 426M MD:Z:426 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-95857321-processed-gene-0.0-mRNA-1 16 6762744 348M MD:Z:255A92 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-8743699-processed-gene-0.0-mRNA-1 16 9298346 2019M MD:Z:1418C76T523 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-84216522-processed-gene-0.0-mRNA-1 16 7749255 1455M MD:Z:1319G135 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-7509625-processed-gene-0.0-mRNA-1 0 9301530 864M MD:Z:238A213A45A365 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-70882023-processed-gene-0.0-mRNA-1 0 9218674 1134M MD:Z:151C30C152G96G169T50G83T26A112G256 NM:i:9
myseq6000.fa.r112 0.99 augustus_masked-65520929-processed-gene-0.0-mRNA-1 16 6847705 777M MD:Z:588A77G110 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-40662775-processed-gene-0.1-mRNA-1 16 3256915 296M MD:Z:296 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-29066725-processed-gene-0.1-mRNA-1 0 9183290 1137M MD:Z:282G352A380T120 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-24901332-processed-gene-0.0-mRNA-1 0 7748999 823M MD:Z:9G56A17T95A36C113A58G45A57T19C96A211 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-22560038-processed-gene-0.0-mRNA-1 16 7728288 861M MD:Z:56T116C40G37A49G5T89G77C102G102C178 NM:i:10
myseq12000.fa.r112 0.99 augustus_masked-168577632-processed-gene-0.3-mRNA-1 16 7660529 363M MD:Z:95T263C3 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168577632-processed-gene-0.16-mRNA-1 0 9132338 324M MD:Z:316A7 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168577605-processed-gene-0.20-mRNA-1 0 7680579 696M MD:Z:299C367G28 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168577602-processed-gene-0.16-mRNA-1 0 7106946 1938M MD:Z:37A213C161A778G279G465 NM:i:5
myseq0.fa.r112 0.99 augustus_masked-168577573-processed-gene-1.9-mRNA-1 0 7166182 1458M MD:Z:1169A288 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168577563-processed-gene-0.0-mRNA-1 16 7110300 2247M MD:Z:1468G778 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168577562-processed-gene-0.0-mRNA-1 0 9300590 294M MD:Z:30G9CG40T34T119A2C53 NM:i:7
myseq6000.fa.r112 0.99 augustus_masked-168577554-processed-gene-1.45-mRNA-1 0 6776911 852M MD:Z:852 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168577554-processed-gene-0.6-mRNA-1 16 9294615 1647M MD:Z:955A3C63A623 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168577541-processed-gene-0.8-mRNA-1 0 6848296 597M MD:Z:354A49G55T19T21C94 NM:i:5
myseq6000.fa.r112 0.99 augustus_masked-168577532-processed-gene-0.8-mRNA-1 0 6789085 1149M MD:Z:1149 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168577525-processed-gene-1.29-mRNA-1 16 6813735 282M MD:Z:89C164C3G23 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-168577474-processed-gene-0.12-mRNA-1 0 7063605 1515M MD:Z:934A580 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168577462-processed-gene-1.39-mRNA-1 0 9140380 489M MD:Z:135T5T29T123T72T62T28T28 NM:i:7
myseq3000.fa.r112 0.99 augustus_masked-168577457-processed-gene-0.11-mRNA-1 0 9191206 3138M MD:Z:168C759G96T619T413A5T58C20G151T840 NM:i:9
myseq0.fa.r112 0.99 augustus_masked-168577392-processed-gene-1.1-mRNA-1 0 7100114 3120M MD:Z:956T539A493G272GC855 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-168577386-processed-gene-0.1-mRNA-1 0 9236421 300M MD:Z:11C42T78C36G7T5T104C10 NM:i:7
myseq12000.fa.r112 0.99 augustus_masked-168577330-processed-gene-0.5-mRNA-1 16 7748123 1512M MD:Z:391T106C62C163TC26G299T285A154A17 NM:i:9
myseq12000.fa.r112 0.99 augustus_masked-168577327-processed-gene-0.2-mRNA-1 0 7656257 363M MD:Z:363 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168577317-processed-gene-0.10-mRNA-1 0 6849784 627M MD:Z:6G8G25A191C65A74G252 NM:i:6
myseq3000.fa.r112 0.99 augustus_masked-168577308-processed-gene-0.4-mRNA-1 0 9223377 405M MD:Z:55TA117A10A40C13A6TA156 NM:i:8
myseq12000.fa.r112 0.99 augustus_masked-168577298-processed-gene-0.3-mRNA-1 16 7594255 2199M MD:Z:311G762G408T715 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-168577298-processed-gene-0.0-mRNA-1 16 6060494 2022M MD:Z:537G20A95T50C135C91C176G82C30G152G106T30A224T113T133C33 NM:i:15
myseq3000.fa.r112 0.99 augustus_masked-168577276-processed-gene-0.18-mRNA-1 16 9203854 339M MD:Z:62T52A211C11 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-168577260-processed-gene-0.14-mRNA-1 0 7163069 321M MD:Z:321 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168577173-processed-gene-0.5-mRNA-1 0 9283257 384M MD:Z:11TG1T8C5T21C18C3T1C9CC1G32A7G6A5A4G1C24TG3T4A7GT3G3G1GGT1A4G2G6T13AC1A8GG3T1T2C16T14A1G3CGA2T2C1A2C13T4TT6CTG3C3G6C4A13T2G7 NM:i:63
myseq12000.fa.r112 0.99 augustus_masked-168577164-processed-gene-0.14-mRNA-1 0 7727831 1338M MD:Z:1338 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168577140-processed-gene-0.16-mRNA-1 0 7053076 333M MD:Z:333 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168577092-processed-gene-0.0-mRNA-1 0 4517572 297M MD:Z:228G68 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168577059-processed-gene-0.2-mRNA-1 16 9220120 564M MD:Z:564 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168577036-processed-gene-1.3-mRNA-1 16 7748366 2157M MD:Z:99C52T18A104A776G71C70C139A805G14 NM:i:9
myseq9000.fa.r112 0.99 augustus_masked-168576588-processed-gene-0.6-mRNA-1 16 9178617 1056M MD:Z:499T19G21C388C125 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-168576513-processed-gene-0.11-mRNA-1 0 7598814 2199M MD:Z:11T70T6A1C242T39C445T370G626G258G121 NM:i:10
myseq6000.fa.r112 0.99 augustus_masked-168576220-processed-gene-0.6-mRNA-1 16 6771282 354M MD:Z:354 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168576012-processed-gene-0.5-mRNA-1 16 7593894 2355M MD:Z:348T391T867T50A308C291C9G84 NM:i:7
myseq3000.fa.r112 0.99 augustus_masked-168575803-processed-gene-0.1-mRNA-1 16 9298772 2850M MD:Z:733C295C300A814G477A19T24T1C3C91G7T75 NM:i:11
myseq3000.fa.r112 0.99 augustus_masked-168575482-processed-gene-0.1-mRNA-1 0 9237012 306M MD:Z:186A119 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168574711-processed-gene-0.11-mRNA-1 16 9300326 2328M MD:Z:233C12C103C407A29T197C60G18A1242A18 NM:i:9
myseq3000.fa.r112 0.99 augustus_masked-168574632-processed-gene-0.0-mRNA-1 16 9252307 1473M MD:Z:1259T88G36C6G3C76 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-168574523-processed-gene-0.0-mRNA-1 16 7685294 384M MD:Z:290A77T15 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168574494-processed-gene-1.50-mRNA-1 0 7165188 375M MD:Z:375 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168574317-processed-gene-0.2-mRNA-1 0 7684020 597M MD:Z:200G64T39T129T99A6T54 NM:i:6
myseq0.fa.r112 0.99 augustus_masked-168573996-processed-gene-0.0-mRNA-1 0 7165994 2334M MD:Z:106T9T141A172T32CAG225T53C270G253C6T62G516A51G423 NM:i:15
myseq6000.fa.r112 0.99 augustus_masked-168573523-processed-gene-0.0-mRNA-1 0 6801135 1089M MD:Z:347T90T148A501 NM:i:3
myseq9000.fa.r112 0.99 augustus_masked-168573503-processed-gene-0.30-mRNA-1 16 9285508 228M MD:Z:28T199 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168573242-processed-gene-0.12-mRNA-1 16 7668325 357M MD:Z:357 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168573162-processed-gene-0.3-mRNA-1 16 7727276 2844M MD:Z:1448G1358T36 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168573123-processed-gene-0.1-mRNA-1 0 9300526 2340M MD:Z:11G235T49C93G92TG135T72G9G85C60A59C240A88A53C44T180A394C114A308 NM:i:19
myseq9000.fa.r112 0.99 augustus_masked-168573107-processed-gene-0.0-mRNA-1 0 9289617 363M MD:Z:4G31G34A4T67A115C75T6G19 NM:i:8
myseq9000.fa.r112 0.99 augustus_masked-168572794-processed-gene-0.4-mRNA-1 0 9142184 2001M MD:Z:50T1018C931 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168572667-processed-gene-0.17-mRNA-1 0 9137511 555M MD:Z:261T1G52C238 NM:i:3
myseq3000.fa.r112 0.99 augustus_masked-168572660-processed-gene-0.0-mRNA-1 16 9299216 2496M MD:Z:105G78C34A203T453T85A438T643G71C212G87C76 NM:i:11
myseq6000.fa.r112 0.99 augustus_masked-168572605-processed-gene-0.0-mRNA-1 0 6849767 3204M MD:Z:467G16C429A664T1624 NM:i:4
myseq6000.fa.r112 0.99 augustus_masked-168572541-processed-gene-0.13-mRNA-1 0 6817887 324M MD:Z:100A223 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168572540-processed-gene-0.4-mRNA-1 16 9162819 255M MD:Z:8T22A176A46 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168572499-processed-gene-0.0-mRNA-1 16 7750816 615M MD:Z:500C14G99 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168572198-processed-gene-0.9-mRNA-1 16 6827550 1944M MD:Z:207G611A275G303C243T300 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-168572011-processed-gene-0.2-mRNA-1 16 7624342 1578M MD:Z:1578 NM:i:0
myseq6000.fa.r112 0.99 augustus_masked-168572001-processed-gene-0.2-mRNA-1 16 6804660 1695M MD:Z:71A7G1615 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168571640-processed-gene-0.0-mRNA-1 0 9260760 882M MD:Z:216G97G23C95C43A18T384 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-168571282-processed-gene-0.4-mRNA-1 0 7715010 2919M MD:Z:17C200T540A39A904T206G58T314T63C148C121C298 NM:i:11
myseq3000.fa.r112 0.99 augustus_masked-168571265-processed-gene-0.0-mRNA-1 0 9297326 1440M MD:Z:434C289T144C21A22G81T41T27C17T13A341 NM:i:10
myseq0.fa.r112 0.99 augustus_masked-168571006-processed-gene-0.1-mRNA-1 16 7025672 2094M MD:Z:1508T585 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168570884-processed-gene-0.7-mRNA-1 0 7751631 833M MD:Z:833 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168570694-processed-gene-1.74-mRNA-1 0 4349056 339M MD:Z:42C259G36 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168570619-processed-gene-0.7-mRNA-1 16 9203179 2622M MD:Z:645G35T458A185C8A52A18A21T15G313C103A106T75G575 NM:i:13
myseq6000.fa.r112 0.99 augustus_masked-168570367-processed-gene-0.7-mRNA-1 0 6833302 1857M MD:Z:43C162T287T497A80C60G722 NM:i:6
myseq0.fa.r112 0.99 augustus_masked-168569848-processed-gene-0.22-mRNA-1 0 7025872 354M MD:Z:354 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168569567-processed-gene-0.5-mRNA-1 0 9300453 2028M MD:Z:225G55C266T240T839C398 NM:i:5
