bin coverage transcript strand gene cigar MD NM introns_len introns_num
cdhit-output-4_9.iteration.1 0.99 maker-168529276-augustus-gene-0.27-mRNA-1 0 3261029 1554M107N52M88N107M176N391M MD:Z:1035G551G98C12A49G4C1C16T138C154C36 NM:i:10 107,88,176 3
cdhit-output-4_13.iteration.1 0.99 maker-168528502-augustus-gene-0.43-mRNA-1 16 3958431 723M67N182M373N551M872N215M97N206M MD:Z:184A182T84A8C12T44A485A252C26T96G76G417 NM:i:11 67,373,872,97 4
cdhit-output-4_15.iteration.2 0.99 maker-168527738-snap-gene-1.93-mRNA-1 16 3663437 931M159N128M304N975M80N63M762N54M153N177M106N132M117N111M228N687M411N64M3370N215M106N90M105N338M MD:Z:2865G905G193 NM:i:2 159,304,80,762,153,106,117,228,411,3370,106,105 12
cdhit-output-4_14.iteration.1 0.99 maker-168527369-augustus-gene-0.45-mRNA-1 16 3011505 1205M208N150M101N148M91N77M152N161M167N249M128N861M123N116M100N119M363N96M MD:Z:144T359A2C13T69G356G13T72C6T104C165A83G56T68A401T374C221G659 NM:i:17 208,101,91,152,167,128,123,100,363 9
cdhit-output-4_13.iteration.2 0.99 maker-168526878-augustus-gene-0.28-mRNA-1 0 4336369 83M269N172M MD:Z:255 NM:i:0 269 1
cdhit-output-4_14.iteration.1 0.99 maker-168526797-augustus-gene-0.50-mRNA-1 0 3012304 301M252N104M666N119M186N447M MD:Z:44C926 NM:i:1 252,666,186 3
cdhit-output-4_12.iteration.1 0.99 maker-168526689-augustus-gene-0.10-mRNA-1 16 3287510 865M101N206M126N157M MD:Z:21C4C321T829G49 NM:i:4 101,126 2
cdhit-output-4_15.iteration.1 0.99 maker-168526355-augustus-gene-0.6-mRNA-1 16 3575521 15M77N111M241N689M1016N109M98N27M MD:Z:516G434 NM:i:1 77,241,1016,98 4
cdhit-output-4_19.iteration.2 0.99 maker-168526237-snap-gene-0.51-mRNA-1 16 719128 150M562N114M216N117M601N84M564N120M129N484M MD:Z:551G212A304 NM:i:2 562,216,601,564,129 5
cdhit-output-4_13.iteration.1 0.99 maker-168526049-snap-gene-0.7-mRNA-1 0 3958293 3258M144N180M MD:Z:795C18A63T97C57G139T10A204G98T208T189C529G487A531 NM:i:13 144 1
cdhit-output-4_11.iteration.1 0.99 maker-168526040-snap-gene-0.108-mRNA-1 0 3218730 2351M109N124M173N81M MD:Z:650GT72C18C407G189C16A3T907T285 NM:i:9 109,173 2
cdhit-output-4_17.iteration.1 0.99 maker-168524460-augustus-gene-0.16-mRNA-1 0 3052689 1666M317N269M MD:Z:506A332A201N71N88N365A366 NM:i:6 317 1
cdhit-output-4_11.iteration.1 0.99 maker-168523291-augustus-gene-0.67-mRNA-1 16 3287612 230M96N648M MD:Z:376A349A151 NM:i:2 96 1
cdhit-output-4_11.iteration.1 0.99 maker-168523007-augustus-gene-0.73-mRNA-1 0 3288208 336M1610N226M132N669M MD:Z:312C124T117G675 NM:i:3 1610,132 2
cdhit-output-4_17.iteration.1 0.99 maker-168522838-snap-gene-0.107-mRNA-1 0 3051574 283M59N35M161N216M918N357M39N168M MD:Z:605A453 NM:i:1 59,161,918,39 4
cdhit-output-4_15.iteration.1 0.99 maker-168522450-augustus-gene-0.88-mRNA-1 0 3575801 1739M711N60M82N114M105N450M212N98M416N716M MD:Z:44T7A146A37C90C27A286C36G58T126C2A16G57A32C78T255G278T845C253T23G138T10C30T138T6G32G97T3 NM:i:27 711,82,105,212,416 5
cdhit-output-4_13.iteration.1 0.99 maker-168521792-snap-gene-0.15-mRNA-1 16 3958148 578M1110N158M197N101M235N45M539N146M133N88M131N31M204N26M222N1600M MD:Z:31G148A1686A668C179A56 NM:i:5 1110,197,235,539,133,131,204,222 8
cdhit-output-4_9.iteration.1 0.99 maker-168521783-augustus-gene-0.57-mRNA-1 16 3260286 877M1117N81M81N142M98N20M MD:Z:1120 NM:i:0 1117,81,98 3
cdhit-output-4_11.iteration.5 0.99 maker-168521119-snap-gene-0.30-mRNA-1 16 2367650 950M3548N2353M MD:Z:407C1073A279T459T123G509T36A168C25A172A10A24C6 NM:i:12 3548 1
cdhit-output-4_16.iteration.1 0.99 maker-168520917-augustus-gene-0.31-mRNA-1 16 3092865 675M426N213M MD:Z:189A375C98C86A136 NM:i:4 426 1
cdhit-output-4_12.iteration.1 0.99 maker-168520770-augustus-gene-0.12-mRNA-1 0 3364761 145M213N56M203N237M244N135M130N197M289N79M177N39M100N204M223N35M307N575M57N125M MD:Z:243T903C302T3G248T33A89 NM:i:6 213,203,244,130,289,177,100,223,307,57 10
cdhit-output-4_8.iteration.1 0.99 maker-168520290-augustus-gene-0.46-mRNA-1 16 4560020 156M151N189M112N1797M127N105M125N45M958N339M MD:Z:236G51G1373A410A485G71 NM:i:5 151,112,127,125,958 5
cdhit-output-4_11.iteration.1 0.99 maker-168520033-snap-gene-0.51-mRNA-2 0 3288475 630M91N317M358N2275M MD:Z:93T21T491A1394A246C129T28A76C140T24T116T153C41C257 NM:i:13 91,358 2
cdhit-output-4_16.iteration.1 0.99 maker-168519270-snap-gene-0.26-mRNA-1 16 3093150 93M225N144M218N134M105N129M1048N31M299N180M472N111M MD:Z:512A309 NM:i:1 225,218,105,1048,299,472 6
cdhit-output-4_14.iteration.1 0.99 maker-168519236-augustus-gene-0.21-mRNA-1 0 3012020 298M591N1358M187N99M109N84M94N341M255N217M533N24M172N80M187N815M MD:Z:675G208G101C800C296T1008G92A129 NM:i:7 591,187,109,94,255,533,172,187 8
cdhit-output-4_14.iteration.1 0.99 maker-168519129-snap-gene-0.28-mRNA-1 16 3011777 572M127N166M167N192M85N354M MD:Z:35C70A9G15T1T407C741 NM:i:6 127,167,85 3
cdhit-output-4_17.iteration.2 0.99 maker-168518977-augustus-gene-0.65-mRNA-1 0 4295644 140M133N75M277N505M MD:Z:281AC63G48G38T14C28A241 NM:i:7 133,277 2
cdhit-output-4_15.iteration.1 0.99 maker-168518972-augustus-gene-0.42-mRNA-1 16 3575976 1533M257N109M164N87M75N62M1231N424M MD:Z:263C93C34G47T121A309T189G9A157C253G221A402T105 NM:i:12 257,164,75,1231 4
cdhit-output-4_17.iteration.1 0.99 maker-168518744-augustus-gene-0.15-mRNA-1 0 2984078 295M123N152M97N245M96N129M97N945M104N380M MD:Z:120C418AA83G328T213C368A53A408T146 NM:i:9 123,97,96,97,104 5
cdhit-output-4_17.iteration.1 0.99 maker-168518525-augustus-gene-0.39-mRNA-1 0 3052080 91M104N602M331N118M132N72M330N127M83N719M99N122M152N93M486N483M MD:Z:169A839G783T633 NM:i:3 104,331,132,330,83,99,152,486 8
cdhit-output-4_10.iteration.1 0.99 maker-168518442-snap-gene-0.36-mRNA-1 0 2848386 40M782N200M138N327M97N126M294N723M270N76M80N71M MD:Z:30A193T1060A277 NM:i:3 782,138,97,294,270,80 6
cdhit-output-4_18.iteration.1 0.99 maker-168518435-augustus-gene-0.23-mRNA-1 0 3751808 170M181N505M200N72M121N315M292N146M115N481M363N595M MD:Z:736C713A59T541C47G8C15T92A65 NM:i:8 181,200,121,292,115,363 6
cdhit-output-4_11.iteration.1 0.99 maker-168518254-augustus-gene-0.16-mRNA-1 0 3288404 618M95N50M276N39M143N218M194N63M145N104M103N935M MD:Z:28C740T8C21G8A76T1140 NM:i:6 95,276,143,194,145,103 6
cdhit-output-4_9.iteration.1 0.99 maker-168517256-augustus-gene-0.11-mRNA-1 0 3260010 766M158N304M997N278M95N136M257N99M97N127M269N147M MD:Z:378A304T47G192A16G915 NM:i:5 158,997,95,257,97,269 6
cdhit-output-4_12.iteration.1 0.99 maker-168517205-snap-gene-0.38-mRNA-1 0 3284136 192M173N120M90N360M MD:Z:80C35C555 NM:i:2 173,90 2
cdhit-output-4_13.iteration.1 0.99 maker-168516900-augustus-gene-0.98-mRNA-1 16 3957223 800M231N169M124N46M748N83M91N130M MD:Z:1228 NM:i:0 231,124,748,91 4
cdhit-output-4_13.iteration.1 0.99 maker-168516644-augustus-gene-0.10-mRNA-1 16 3958279 2828M232N345M137N253M MD:Z:393A314C179T396G322A125A131A154A27A74C313T5T129C779A13A57 NM:i:15 232,137 2
cdhit-output-4_13.iteration.1 0.99 maker-168516383-augustus-gene-0.14-mRNA-1 0 3957212 971M110N98M99N424M184N603M115N180M171N567M214N117M149N119M121N1603M535N649M66N62M MD:Z:636C1865G69A11G347T2180C279 NM:i:6 110,99,184,115,171,214,149,121,535,66 10
cdhit-output-4_13.iteration.4 0.99 maker-168516342-snap-gene-0.16-mRNA-1 0 2297285 92M171N302M2741N340M2428N219M754N60M1148N156M431N94M138N490M MD:Z:1753 NM:i:0 171,2741,2428,754,1148,431,138 7
cdhit-output-4_9.iteration.1 0.99 maker-168515961-snap-gene-0.8-mRNA-1 16 3260331 938M281N88M99N194M255N154M118N236M MD:Z:4C236T25G144A484T479T154T77 NM:i:7 281,99,255,118 4
cdhit-output-4_11.iteration.1 0.99 maker-168515773-augustus-gene-0.24-mRNA-1 16 3288250 2332M199N703M MD:Z:44G210C822C382T617A99A59A257T41G100C20A203T9T159 NM:i:13 199 1
cdhit-output-4_15.iteration.2 0.99 maker-168515157-augustus-gene-0.4-mRNA-1 0 3663822 1915M117N121M MD:Z:31A53A14G69C150CC50G232A158G46A213C65A10T39A48CG5G23T16C114A236C443 NM:i:21 117 1
cdhit-output-4_9.iteration.3 0.99 maker-168515117-augustus-gene-0.24-mRNA-1 0 3588119 393M312N557M93N552M87N348M MD:Z:496A37C5G12TC12T4T5A14A25A608C410A13G87C108 NM:i:14 312,93,87 3
cdhit-output-4_16.iteration.1 0.99 maker-168515055-augustus-gene-0.11-mRNA-1 0 3093429 660M390N1448M MD:Z:132A114T631G24C266C544T156T234 NM:i:7 390 1
cdhit-output-4_16.iteration.3 0.99 maker-168515011-snap-gene-0.19-mRNA-1 16 4300217 461M3912N672M107N1105M MD:Z:96CG70T86C141G254C174T21T86A50C70G61G31G159A293C62G143A20A403 NM:i:18 3912,107 2
cdhit-output-4_18.iteration.1 0.99 maker-168514904-augustus-gene-0.27-mRNA-1 0 3751842 822M124N61M1001N136M388N759M286N2838M MD:Z:664G809G426G25G35T29G290G208N15A49N383TC194C175C440T812T46 NM:i:16 124,1001,388,286 4
cdhit-output-4_16.iteration.1 0.99 maker-168514900-augustus-gene-0.85-mRNA-1 16 3060732 867M82N225M MD:Z:1092 NM:i:0 82 1
cdhit-output-4_15.iteration.5 0.99 maker-168514404-snap-gene-0.56-mRNA-1 0 1502944 182M1842N89M764N350M169N106M91N417M147N89M164N124M MD:Z:228A365G291T99C370 NM:i:4 1842,764,169,91,147,164 6
cdhit-output-4_18.iteration.1 0.99 maker-168513840-augustus-gene-0.24-mRNA-2 0 3750893 157M93N231M361N153M136N60M267N79M633N651M MD:Z:1294C36 NM:i:1 93,361,136,267,633 5
cdhit-output-4_9.iteration.1 0.99 maker-168513768-snap-gene-0.33-mRNA-1 16 3260783 1674M351N103M MD:Z:120C26T285T883A1C325CA130 NM:i:7 351 1
cdhit-output-4_12.iteration.2 0.99 maker-168513722-snap-gene-0.6-mRNA-1 0 2804773 600M336N225M MD:Z:131T63A466T23G138 NM:i:4 336 1
cdhit-output-4_12.iteration.1 0.99 maker-168513500-augustus-gene-0.19-mRNA-1 0 3365025 1505M105N92M124N77M133N78M103N715M MD:Z:166T486A117C5A66A95T354C600G90C479 NM:i:9 105,124,133,103 4
cdhit-output-4_16.iteration.1 0.99 maker-168513473-augustus-gene-0.5-mRNA-1 0 3019857 309M473N509M MD:Z:818 NM:i:0 473 1
cdhit-output-4_17.iteration.1 0.99 maker-168513446-augustus-gene-0.62-mRNA-1 0 2995438 68M110N228M97N221M95N158M147N484M128N2162M MD:Z:789C254C21A117G184T16C218A88C22C30C61C160A328A131T8A85T36T185G152A208A9A198 NM:i:21 110,97,95,147,128 5
cdhit-output-4_11.iteration.1 0.99 maker-168513256-augustus-gene-0.51-mRNA-1 0 3288615 3303M524N548M MD:Z:913G5C209C885G18G8T12G1711C18C18A44 NM:i:10 524 1
cdhit-output-4_17.iteration.1 0.99 maker-168513245-augustus-gene-0.61-mRNA-1 16 2995931 684M172N131M599N106M138N65M520N301M90N108M122N604M MD:Z:355A64T161A743C576C20G64G9 NM:i:7 172,599,138,520,90,122 6
cdhit-output-4_17.iteration.1 0.99 maker-168511395-augustus-gene-0.63-mRNA-1 0 3051870 2171M167N805M167N2412M MD:Z:50T21T250G313A996C1280C2472 NM:i:6 167,167 2
cdhit-output-4_9.iteration.1 0.99 maker-168510652-snap-gene-0.43-mRNA-1 0 3260986 67M86N114M81N122M204N240M22N81M103N1062M MD:Z:608T148C311G451A140G23 NM:i:5 86,81,204,22,103 5
cdhit-output-4_19.iteration.1 0.99 maker-168510509-snap-gene-0.92-mRNA-1 16 831566 444M393N123M244N285M MD:Z:712C139 NM:i:1 393,244 2
cdhit-output-4_18.iteration.1 0.99 maker-168510470-snap-gene-0.97-mRNA-1 0 3751862 528M1676N108M340N93M273N93M169N86M114N282M190N134M2727N118M96N531M MD:Z:1973 NM:i:0 1676,340,273,169,114,190,2727,96 8
cdhit-output-4_17.iteration.1 0.99 maker-168510366-snap-gene-0.12-mRNA-1 0 3052612 29M16N532M MD:Z:561 NM:i:0 16 1
cdhit-output-4_15.iteration.1 0.99 maker-168510278-snap-gene-0.45-mRNA-1 0 3575982 127M489N518M346N133M126N251M MD:Z:324T233A470 NM:i:2 489,346,126 3
cdhit-output-4_14.iteration.1 0.99 maker-168510192-augustus-gene-0.83-mRNA-1 0 3012200 666M734N363M404N98M482N838M MD:Z:183A25T123T594T28C24A946A35 NM:i:7 734,404,482 3
cdhit-output-4_14.iteration.1 0.99 maker-168510097-augustus-gene-0.64-mRNA-1 0 2943349 663M242N303M115N547M MD:Z:1513 NM:i:0 242,115 2
cdhit-output-4_10.iteration.1 0.99 maker-168509969-snap-gene-0.37-mRNA-1 0 2915479 26M682N172M128N138M128N3663M MD:Z:143T89C50G32C32G76A241T267T104C20T126T127T23G97G34C27T115G249A28G389T157G154T147G315A149T27G169T149A16A107A63A113C13T37G80 NM:i:34 682,128,128 3
cdhit-output-4_12.iteration.1 0.99 maker-168508846-augustus-gene-3.156-mRNA-1 0 3364340 96M492N162M86N1465M MD:Z:1723 NM:i:0 492,86 2
cdhit-output-4_12.iteration.1 0.99 maker-168508846-augustus-gene-1.54-mRNA-1 0 3298426 119M105N239M1061N505M MD:Z:80A335A446 NM:i:2 105,1061 2
cdhit-output-4_17.iteration.1 0.99 maker-168508574-snap-gene-0.90-mRNA-1 0 3052671 2118M108N123M138N67M385N104M102N103M136N299M146N306M3101N512M1884N13M MD:Z:455C42G628A20T2429C2G52A10 NM:i:7 108,138,385,102,136,146,3101,1884 8
cdhit-output-4_12.iteration.1 0.99 maker-168508254-snap-gene-0.90-mRNA-2 16 3364321 618M109N275M482N2635M MD:Z:76G378A226C430TC231G10C110G171A1353T112A7C67C223T120 NM:i:14 109,482 2
cdhit-output-4_18.iteration.1 0.99 maker-168507751-augustus-gene-0.32-mRNA-1 16 3751829 285M156N246M2406N277M121N366M124N32M MD:Z:354G394G456 NM:i:2 156,2406,121,124 4
cdhit-output-4_18.iteration.4 0.99 maker-168507242-snap-gene-0.48-mRNA-1 0 3279664 99M139N126M69N90M222N107M125N83M285N35M MD:Z:291T18G229 NM:i:2 139,69,222,125,285 5
cdhit-output-4_15.iteration.1 0.99 maker-168506772-augustus-gene-0.109-mRNA-1 16 3575742 102M660N69M113N215M404N49M415N120M131N1185M MD:Z:1144A541G53 NM:i:2 660,113,404,415,131 5
cdhit-output-4_17.iteration.1 0.99 maker-168506764-augustus-gene-0.66-mRNA-1 0 3052738 188M318N197M671N250M1818N93M343N145M94N725M805N311M92N189M MD:Z:994C447T56C240A357 NM:i:4 318,671,1818,343,94,805,92 7
cdhit-output-4_18.iteration.1 0.99 maker-168506658-snap-gene-0.116-mRNA-1 0 3751177 131M1114N91M1121N171M556N520M113N54M161N78M111N881M MD:Z:56A75G1A1791 NM:i:3 1114,1121,556,113,161,111 6
cdhit-output-4_11.iteration.1 0.99 maker-168506519-augustus-gene-0.23-mRNA-1 0 3288590 445M531N210M2577N77M89N704M MD:Z:181C545A427A264G15 NM:i:4 531,2577,89 3
cdhit-output-4_19.iteration.1 0.99 maker-168506404-augustus-gene-0.28-mRNA-1 16 811984 1730M365N2538M MD:Z:16T49G1787G308T167G63G24A56G438A45C69G1235 NM:i:11 365 1
cdhit-output-4_12.iteration.1 0.99 maker-168505922-augustus-gene-0.14-mRNA-1 0 3364694 676M462N1694M MD:Z:396C585G207T32T1146 NM:i:4 462 1
cdhit-output-4_14.iteration.2 0.99 maker-168505321-augustus-gene-0.22-mRNA-1 16 5291170 563M99N63M490N574M231N611M MD:Z:378G278A530G254A367 NM:i:4 99,490,231 3
cdhit-output-4_11.iteration.1 0.99 maker-168505274-augustus-gene-2.79-mRNA-1 16 3219589 471M279N162M215N122M483N62M192N79M MD:Z:896 NM:i:0 279,215,483,192 4
cdhit-output-4_19.iteration.1 0.99 maker-168504681-augustus-gene-0.11-mRNA-1 0 810800 1041M389N96M142N68M1012N646M MD:Z:162A99A553T1034 NM:i:3 389,142,1012 3
cdhit-output-4_17.iteration.2 0.99 maker-168504591-augustus-gene-0.85-mRNA-1 16 4283981 63M75N168M272N48M MD:Z:225CTG2A43C4 NM:i:5 75,272 2
cdhit-output-4_12.iteration.1 0.99 maker-168504088-augustus-gene-0.16-mRNA-1 16 3364206 1222M310N1004M244N731M MD:Z:2892T64 NM:i:1 310,244 2
cdhit-output-4_11.iteration.1 0.99 maker-168503921-augustus-gene-0.19-mRNA-1 0 3288398 120M395N195M107N50M303N238M84N234M132N320M273N65M83N565M MD:Z:1294A67G6T110G48A107C149 NM:i:6 395,107,303,84,132,273,83 7
cdhit-output-4_10.iteration.1 0.99 maker-168503446-augustus-gene-0.58-mRNA-1 0 2914949 721M96N99M246N617M MD:Z:45G89T11T76A111T1C522G24G6A17G9A349A143G21 NM:i:13 96,246 2
cdhit-output-4_15.iteration.1 0.99 maker-168503142-augustus-gene-0.29-mRNA-1 16 3576028 1722M270N317M3505N385M144N291M980N130M MD:Z:22C64T145G1064T1209A336 NM:i:5 270,3505,144,980 4
cdhit-output-4_11.iteration.1 0.99 maker-168501526-snap-gene-0.50-mRNA-1 0 3215481 40M309N409M20N196M MD:Z:193C218A57C21G100C51 NM:i:5 309,20 2
cdhit-output-4_9.iteration.1 0.99 maker-168501248-augustus-gene-0.23-mRNA-1 16 3260149 112M181N216M94N222M224N325M450N261M103N91M MD:Z:23C89A95C512C255C74T114T32G25 NM:i:8 181,94,224,450,103 5
cdhit-output-4_15.iteration.1 0.99 maker-168501086-augustus-gene-0.52-mRNA-1 16 3497735 633M174N173M74N16M MD:Z:822 NM:i:0 174,74 2
cdhit-output-4_18.iteration.1 0.99 maker-168501015-augustus-gene-0.74-mRNA-1 16 3751771 321M531N117M101N196M MD:Z:574G59 NM:i:1 531,101 2
cdhit-output-4_11.iteration.1 0.99 maker-168501008-snap-gene-0.75-mRNA-1 16 3287752 714M137N79M344N38M142N93M MD:Z:37C8T43G833 NM:i:3 137,344,142 3
cdhit-output-4_8.iteration.2 0.99 maker-168500979-augustus-gene-0.24-mRNA-1 0 4125028 574M93N122M742N207M91N66M243N69M90N78M105N321M MD:Z:98C33AC46A58C74G366C451G10T67G11A56A20C56A38A38 NM:i:15 93,742,91,243,90,105 6
cdhit-output-4_12.iteration.1 0.99 maker-168500624-snap-gene-2.92-mRNA-2 16 3365260 106M99N244M701N242M MD:Z:89C217A284 NM:i:2 99,701 2
cdhit-output-4_14.iteration.1 0.99 maker-168500479-snap-gene-0.23-mRNA-1 16 3012375 162M2365N754M MD:Z:834T81 NM:i:1 2365 1
cdhit-output-4_15.iteration.1 0.99 maker-168499058-augustus-gene-0.12-mRNA-1 16 3495326 596M99N168M117N202M MD:Z:183T231A325T224 NM:i:3 99,117 2
cdhit-output-4_9.iteration.1 0.99 maker-168499000-augustus-gene-0.102-mRNA-1 16 3260479 762M158N52M MD:Z:565G248 NM:i:1 158 1
cdhit-output-4_18.iteration.1 0.99 maker-168498695-snap-gene-0.55-mRNA-1 16 3751658 566M128N38M177N53M1230N676M MD:Z:57T565C339C132A236 NM:i:4 128,177,1230 3
cdhit-output-4_14.iteration.1 0.99 maker-168498423-snap-gene-0.7-mRNA-1 0 3011958 485M118N63M99N72M104N108M100N81M87N54M88N126M89N90M99N123M197N78M MD:Z:13T35A14A103T452C5A2A3A2A18C26A524G71 NM:i:12 118,99,104,100,87,88,89,99,197 9
cdhit-output-4_17.iteration.1 0.99 maker-168497692-augustus-gene-0.20-mRNA-2 16 3052363 646M195N42M90N1690M138N1711M114N153M165N35M218N54M335N216M MD:Z:553A3993 NM:i:1 195,90,138,114,165,218,335 7
cdhit-output-4_14.iteration.1 0.99 maker-168497127-augustus-gene-1.85-mRNA-1 0 3012353 152M4017N854M358N445M151N71M688N125M95N767M MD:Z:807T803T802 NM:i:2 4017,358,151,688,95 5
cdhit-output-4_15.iteration.1 0.99 maker-168496972-augustus-gene-0.7-mRNA-1 16 3493157 550M232N308M MD:Z:111A3G29C310T185C130G84 NM:i:6 232 1
cdhit-output-4_18.iteration.1 0.99 maker-168496789-snap-gene-0.8-mRNA-1 16 3751908 899M2386N1018M MD:Z:136G1171G217GC342A46 NM:i:5 2386 1
cdhit-output-4_16.iteration.1 0.99 maker-168496630-snap-gene-0.109-mRNA-1 16 3093274 427M131N384M177N138M120N129M502N111M275N99M449N90M25N47M MD:Z:382G237G387T157A117T64G75 NM:i:6 131,177,120,502,275,449,25 7
cdhit-output-4_15.iteration.1 0.99 maker-168496624-augustus-gene-0.97-mRNA-1 0 3575294 416M99N178M91N348M MD:Z:942 NM:i:0 99,91 2
cdhit-output-4_18.iteration.1 0.99 maker-168496163-snap-gene-1.83-mRNA-1 16 3751885 376M3969N404M MD:Z:756G23 NM:i:1 3969 1
cdhit-output-4_13.iteration.1 0.99 maker-168496018-snap-gene-0.67-mRNA-1 16 3957531 152M1440N2158M MD:Z:2310 NM:i:0 1440 1
cdhit-output-4_18.iteration.1 0.99 maker-168496018-augustus-gene-0.63-mRNA-1 16 3751753 291M227N237M2377N368M1534N543M MD:Z:87C41A209T71C977G49 NM:i:5 227,2377,1534 3
cdhit-output-4_15.iteration.1 0.99 maker-168495877-snap-gene-1.101-mRNA-1 16 3505940 295M233N103M116N579M592N437M393N233M MD:Z:1452G194 NM:i:1 233,116,592,393 4
cdhit-output-4_10.iteration.2 0.99 maker-168494842-snap-gene-0.97-mRNA-1 16 3112943 809M1913N65M175N84M89N132M169N90M316N140M1222N40M MD:Z:1330G29 NM:i:1 1913,175,89,169,316,1222 6
cdhit-output-4_13.iteration.1 0.99 maker-168494441-snap-gene-0.4-mRNA-1 0 3958422 270M146N127M137N83M696N115M125N456M MD:Z:296G592G141G19 NM:i:3 146,137,696,125 4
cdhit-output-4_13.iteration.1 0.99 maker-168493225-augustus-gene-0.44-mRNA-1 16 3958369 433M105N617M478N393M293N112M MD:Z:118G51C121C194C271C273A439T81 NM:i:7 105,478,293 3
cdhit-output-4_11.iteration.1 0.99 maker-168492257-snap-gene-0.93-mRNA-1 16 3288548 396M99N107M638N140M1767N226M83N81M125N147M204N1117M243N260M84N278M79N211M95N303M140N1058M120N193M307N5410M232N854M129N207M88N99M MD:Z:69G2596A56C860G317T803G1004A1169A350C218T107G161T2192T293A878 NM:i:14 99,638,1767,83,125,204,243,84,79,95,140,120,307,232,129,88 16
cdhit-output-4_18.iteration.1 0.99 maker-168492031-augustus-gene-0.45-mRNA-1 16 3751737 440M90N174M175N162M437N109M246N107M309N279M284N208M MD:Z:75T1C27C652A191T528 NM:i:5 90,175,437,246,309,284 6
cdhit-output-4_17.iteration.1 0.99 maker-168491002-snap-gene-0.8-mRNA-1 16 3051841 916M288N256M MD:Z:96T1075 NM:i:1 288 1
cdhit-output-4_11.iteration.1 0.99 maker-168490946-augustus-gene-0.13-mRNA-1 0 3288520 1633M420N186M1026N461M131N159M148N361M408N910M MD:Z:135G182G411T1357T650T59A326G210T3A49C29A193T94 NM:i:12 420,1026,131,148,408 5
cdhit-output-4_14.iteration.1 0.99 maker-168490867-augustus-gene-0.10-mRNA-1 16 3011883 444M142N608M745N463M479N265M MD:Z:211C886T137A14G65T9A183G1TT4A15C17G43A45A55C48T31 NM:i:16 142,745,479 3
cdhit-output-4_18.iteration.1 0.99 maker-168490736-augustus-gene-0.82-mRNA-1 0 3700458 360M163N216M MD:Z:576 NM:i:0 163 1
cdhit-output-4_14.iteration.1 0.99 maker-168490653-augustus-gene-0.29-mRNA-1 0 2939200 313M126N510M MD:Z:497T325 NM:i:1 126 1
cdhit-output-4_11.iteration.1 0.99 maker-168490573-snap-gene-0.55-mRNA-1 16 3219118 184M128N268M148N154M MD:Z:546G59 NM:i:1 128,148 2
cdhit-output-4_17.iteration.1 0.99 maker-168490205-snap-gene-0.26-mRNA-1 0 3052765 141M98N211M116N235M73N151M94N339M MD:Z:186T21G599T3A38G225 NM:i:5 98,116,73,94 4
cdhit-output-4_11.iteration.1 0.99 maker-168490002-augustus-gene-0.16-mRNA-1 0 3288535 965M2473N151M260N285M89N157M119N79M111N923M MD:Z:537C2022 NM:i:1 2473,260,89,119,111 5
cdhit-output-4_16.iteration.1 0.99 maker-168489525-augustus-gene-0.32-mRNA-1 16 3093423 1426M254N60M297N734M187N339M117N211M1305N148M107N293M114N5710M402N121M1088N76M MD:Z:1433A232T878C446G856T278A645G29A232T594T2G1438C1768G274 NM:i:13 254,297,187,117,1305,107,114,402,1088 9
cdhit-output-4_17.iteration.1 0.99 maker-168488821-augustus-gene-0.72-mRNA-1 0 3051829 182M195N96M MD:Z:144T133 NM:i:1 195 1
cdhit-output-4_13.iteration.1 0.99 maker-168487777-augustus-gene-0.74-mRNA-1 0 3958007 443M275N58M247N68M148N45M213N119M299N285M MD:Z:247A458T237C73 NM:i:3 275,247,148,213,299 5
cdhit-output-4_17.iteration.1 0.99 maker-168487189-augustus-gene-0.26-mRNA-1 16 3051732 523M94N63M525N66M113N66M92N129M117N811M338N977M MD:Z:330C651A1231G260G159 NM:i:4 94,525,113,92,117,338 6
cdhit-output-4_12.iteration.1 0.99 maker-168487153-snap-gene-0.25-mRNA-1 0 3364943 120M107N243M919N168M MD:Z:531 NM:i:0 107,919 2
cdhit-output-4_10.iteration.1 0.99 maker-168486870-augustus-gene-0.79-mRNA-1 0 2885492 449M337N140M80N56M MD:Z:451T193 NM:i:1 337,80 2
cdhit-output-4_13.iteration.1 0.99 maker-168486481-augustus-gene-0.57-mRNA-1 16 3957960 2656M152N511M267N158M94N224M103N228M104N44M MD:Z:765A400A171A613T515G1025C326 NM:i:6 152,267,94,103,104 5
cdhit-output-4_17.iteration.1 0.99 maker-168486419-augustus-gene-0.34-mRNA-1 16 3051954 752M159N270M MD:Z:133A4G4T43C66G45A265C280T41C59C72 NM:i:10 159 1
cdhit-output-4_14.iteration.2 0.99 maker-168486364-snap-gene-0.5-mRNA-1 16 5290701 141M688N350M44N241M MD:Z:18T115T86C58G85G44T16G27T12G14C60A9A90T39A11T2C30 NM:i:16 688,44 2
cdhit-output-4_11.iteration.1 0.99 maker-168484829-augustus-gene-0.48-mRNA-1 16 3288305 605M205N1902M754N418M90N231M126N101M1098N159M MD:Z:695T52A308C58T14TG1274C26C72C50C236A90A210T314A3 NM:i:14 205,754,90,126,1098 5
cdhit-output-4_13.iteration.1 0.99 maker-168484827-augustus-gene-0.4-mRNA-1 16 3872201 544M476N165M134N132M115N83M286N193M91N241M MD:Z:171T37A34T139G462G263T71G67C5A24A21C7T45 NM:i:12 476,134,115,286,91 5
