bin coverage transcript strand gene cigar MD NM
cdhit-output-4_12.iteration.2 0.99 snap_masked-162397403-processed-gene-0.3-mRNA-1 0 2741718 315M MD:Z:9A26G85C141T50 NM:i:4
cdhit-output-4_9.iteration.1 0.99 snap_masked-162326255-processed-gene-0.2-mRNA-1 16 3230987 516M MD:Z:8C3C233G98G32T10T18T107 NM:i:7
cdhit-output-4_13.iteration.1 0.99 snap_masked-162171145-processed-gene-0.2-mRNA-1 0 3870833 2653M MD:Z:32C127A849T651T30A63A65A52G1A578C75G25G31A61 NM:i:13
cdhit-output-4_14.iteration.1 0.99 snap_masked-162146890-processed-gene-0.2-mRNA-1 16 3011751 2868M MD:Z:148T49C176C257A99C222G50T78T96T201G314A82A502G65C273G74G166 NM:i:16
cdhit-output-4_17.iteration.1 0.99 snap_masked-162130489-processed-gene-0.3-mRNA-1 16 233129 345M MD:Z:19C67A4A67A5C95GA2T78 NM:i:8
cdhit-output-4_11.iteration.1 0.99 snap_masked-162045085-processed-gene-0.2-mRNA-1 0 3215014 502M MD:Z:12T9C70G12G23A91G42G13T202G19 NM:i:9
cdhit-output-4_14.iteration.1 0.99 snap_masked-162013780-processed-gene-0.3-mRNA-1 0 3011966 633M MD:Z:36A51T175G152A118A16C24T54 NM:i:7
cdhit-output-4_15.iteration.1 0.99 snap_masked-161884287-processed-gene-0.2-mRNA-1 16 3499773 339M MD:Z:172C27A138 NM:i:2
cdhit-output-4_9.iteration.1 0.99 snap_masked-161783185-processed-gene-0.2-mRNA-1 16 3260282 828M MD:Z:828 NM:i:0
cdhit-output-4_14.iteration.1 0.99 snap_masked-161588029-processed-gene-0.2-mRNA-1 0 2953306 702M MD:Z:18A116G114G69T135G245 NM:i:5
cdhit-output-4_14.iteration.1 0.99 snap_masked-160402875-processed-gene-0.2-mRNA-1 16 3011336 858M MD:Z:42T396A278G139 NM:i:3
cdhit-output-4_13.iteration.1 0.99 snap_masked-160354377-processed-gene-0.1-mRNA-1 16 326944 192M MD:Z:192 NM:i:0
cdhit-output-4_11.iteration.1 0.99 snap_masked-160209591-processed-gene-0.1-mRNA-1 0 1815334 210M MD:Z:210 NM:i:0
cdhit-output-4_17.iteration.1 0.99 snap_masked-160194821-processed-gene-0.2-mRNA-1 0 3052655 927M MD:Z:639C85A56G144 NM:i:3
cdhit-output-4_12.iteration.1 0.99 snap_masked-160071106-processed-gene-0.1-mRNA-1 16 3284497 297M MD:Z:234C53T8 NM:i:2
cdhit-output-4_8.iteration.1 0.99 snap_masked-159967873-processed-gene-0.5-mRNA-1 0 4457669 1178M MD:Z:238T553A142A242 NM:i:3
cdhit-output-4_17.iteration.1 0.99 snap_masked-159758204-processed-gene-0.4-mRNA-1 0 3052551 2769M MD:Z:103C3A89T14G132G59A179CG79A71G4A54T79A75C442A98G90C162G151A7T285C292G18T260 NM:i:23
cdhit-output-4_14.iteration.1 0.99 snap_masked-159115647-processed-gene-0.3-mRNA-1 0 3011988 372M MD:Z:372 NM:i:0
cdhit-output-4_16.iteration.1 0.99 snap_masked-158985397-processed-gene-0.2-mRNA-1 16 3092601 1977M MD:Z:629C1347 NM:i:1
cdhit-output-4_13.iteration.1 0.99 snap_masked-119281123-processed-gene-0.2-mRNA-1 0 3958065 1017M MD:Z:573A181G261 NM:i:2
cdhit-output-4_11.iteration.2 0.99 snap_masked-115875406-processed-gene-0.1-mRNA-1 16 3045056 288M MD:Z:111T176 NM:i:1
cdhit-output-4_10.iteration.5 0.99 snap_masked-108595395-processed-gene-0.2-mRNA-1 0 2802927 570M MD:Z:36T64C52A109T18T80G9G93G24G76 NM:i:9
cdhit-output-4_14.iteration.2 0.99 snap_masked-102552325-processed-gene-0.1-mRNA-1 16 5199731 315M MD:Z:73A219A21 NM:i:2
cdhit-output-4_13.iteration.1 0.99 maker-168224602-snap-gene-0.14-mRNA-1 16 3957586 2378M MD:Z:267C78T1556C253G220 NM:i:4
cdhit-output-4_10.iteration.1 0.99 maker-165762603-snap-gene-0.4-mRNA-1 16 2849446 579M MD:Z:108G9T53C30C174T119G80 NM:i:6
cdhit-output-4_12.iteration.1 0.99 genemark-32366266-processed-gene-0.1-mRNA-1 0 3364423 1194M MD:Z:7A31A176G154G66A57T323A63C85T69A90A2A59 NM:i:12
cdhit-output-4_12.iteration.5 0.99 genemark-30967787-processed-gene-0.0-mRNA-1 16 2550356 351M MD:Z:73A111A32C115T16 NM:i:4
cdhit-output-4_11.iteration.1 0.99 genemark-168577638-processed-gene-0.29-mRNA-1 0 3288009 432M MD:Z:432 NM:i:0
cdhit-output-4_18.iteration.1 0.99 genemark-168577311-processed-gene-0.22-mRNA-1 16 3751162 411M MD:Z:411 NM:i:0
cdhit-output-4_10.iteration.1 0.99 genemark-168577249-processed-gene-0.21-mRNA-1 16 2914743 648M MD:Z:629C18 NM:i:1
cdhit-output-4_9.iteration.1 0.99 genemark-168576395-processed-gene-0.2-mRNA-1 16 3182923 450M MD:Z:450 NM:i:0
cdhit-output-4_13.iteration.1 0.99 genemark-168567662-processed-gene-0.22-mRNA-1 0 3957505 315M MD:Z:315 NM:i:0
cdhit-output-4_12.iteration.1 0.99 genemark-168563301-processed-gene-0.26-mRNA-1 0 3364278 411M MD:Z:221G189 NM:i:1
cdhit-output-4_11.iteration.1 0.99 genemark-168561651-processed-gene-0.17-mRNA-1 16 3287658 492M MD:Z:50C321C64A54 NM:i:3
cdhit-output-4_18.iteration.1 0.99 genemark-168557670-processed-gene-0.6-mRNA-1 0 271093 714M MD:Z:114C36A205A121A30T13G109A20G58 NM:i:8
cdhit-output-4_14.iteration.1 0.99 genemark-168556689-processed-gene-0.12-mRNA-1 16 3011394 744M MD:Z:744 NM:i:0
cdhit-output-4_10.iteration.1 0.99 genemark-168538374-processed-gene-0.23-mRNA-1 16 2915361 2007M MD:Z:351G1175C479 NM:i:2
cdhit-output-4_9.iteration.5 0.99 genemark-168535561-processed-gene-0.0-mRNA-1 16 3122367 336M MD:Z:140A29G19T97C47 NM:i:4
cdhit-output-4_13.iteration.2 0.99 genemark-168529219-processed-gene-0.28-mRNA-1 0 327291 789M MD:Z:7T96G36T21G58A68A71C193G98G64C2T64 NM:i:11
cdhit-output-4_19.iteration.1 0.99 genemark-168518625-processed-gene-0.40-mRNA-1 16 831645 708M MD:Z:340G241G108T16 NM:i:3
cdhit-output-4_14.iteration.1 0.99 genemark-168511084-processed-gene-1.99-mRNA-1 16 3011645 690M MD:Z:690 NM:i:0
cdhit-output-4_15.iteration.1 0.99 genemark-168491533-processed-gene-0.6-mRNA-1 16 3539929 486M MD:Z:486 NM:i:0
cdhit-output-4_10.iteration.1 0.99 genemark-168482832-processed-gene-0.18-mRNA-1 16 2915238 1386M MD:Z:630C406T348 NM:i:2
cdhit-output-4_17.iteration.3 0.99 genemark-168481447-processed-gene-0.38-mRNA-1 0 3647382 1122M MD:Z:402G417A194A21A84 NM:i:4
cdhit-output-4_18.iteration.1 0.99 genemark-168471689-processed-gene-0.49-mRNA-1 16 3751382 528M MD:Z:8T489C29 NM:i:2
cdhit-output-4_9.iteration.1 0.99 genemark-168470123-processed-gene-0.72-mRNA-1 16 1091689 309M MD:Z:309 NM:i:0
cdhit-output-4_8.iteration.1 0.99 genemark-168380110-processed-gene-0.21-mRNA-1 16 4458712 1140M MD:Z:145G456G19C59G150T76T229 NM:i:6
cdhit-output-4_12.iteration.2 0.99 genemark-168338686-processed-gene-0.29-mRNA-1 0 2804471 510M MD:Z:266T116G60G7G57 NM:i:4
cdhit-output-4_13.iteration.1 0.99 genemark-168332539-processed-gene-0.13-mRNA-1 16 3946254 804M MD:Z:70G67T146G108C239G169 NM:i:5
cdhit-output-4_10.iteration.1 0.99 genemark-168313065-processed-gene-0.25-mRNA-1 16 347210 315M MD:Z:315 NM:i:0
cdhit-output-4_14.iteration.1 0.99 genemark-168312049-processed-gene-0.45-mRNA-1 0 3011523 1464M MD:Z:1464 NM:i:0
cdhit-output-4_11.iteration.1 0.99 genemark-168305972-processed-gene-0.16-mRNA-1 0 3241875 312M MD:Z:204A107 NM:i:1
cdhit-output-4_15.iteration.1 0.99 genemark-168302046-processed-gene-0.14-mRNA-1 16 3508521 495M MD:Z:434T60 NM:i:1
cdhit-output-4_14.iteration.3 0.99 genemark-168300983-processed-gene-0.8-mRNA-1 16 3758388 372M MD:Z:54T78A9G39G14T173 NM:i:5
cdhit-output-4_12.iteration.1 0.99 genemark-168292700-processed-gene-0.1-mRNA-1 0 3364985 999M MD:Z:218A297C220G261 NM:i:3
cdhit-output-4_12.iteration.1 0.99 genemark-168292688-processed-gene-0.26-mRNA-1 0 3290716 687M MD:Z:560G126 NM:i:1
cdhit-output-4_12.iteration.1 0.99 genemark-168292325-processed-gene-0.1-mRNA-1 0 722068 798M MD:Z:405AA365C25 NM:i:3
cdhit-output-4_13.iteration.1 0.99 genemark-168271274-processed-gene-0.10-mRNA-1 0 3957131 621M MD:Z:290C18C20A19G270 NM:i:4
cdhit-output-4_19.iteration.1 0.99 genemark-168251024-processed-gene-0.24-mRNA-1 0 816882 345M MD:Z:345 NM:i:0
cdhit-output-4_14.iteration.1 0.99 genemark-168249711-processed-gene-0.1-mRNA-1 0 2940054 336M MD:Z:156A179 NM:i:1
cdhit-output-4_13.iteration.1 0.99 genemark-168245911-processed-gene-0.3-mRNA-1 0 3957471 435M MD:Z:326A108 NM:i:1
cdhit-output-4_14.iteration.1 0.99 genemark-168244953-processed-gene-0.5-mRNA-1 16 3011474 360M MD:Z:81T2G275 NM:i:2
cdhit-output-4_12.iteration.1 0.99 genemark-168244414-processed-gene-0.11-mRNA-1 16 3364420 540M MD:Z:67T107T60G303 NM:i:3
cdhit-output-4_10.iteration.1 0.99 genemark-168240060-processed-gene-0.51-mRNA-1 16 2846882 306M MD:Z:306 NM:i:0
cdhit-output-4_9.iteration.1 0.99 genemark-168236458-processed-gene-0.10-mRNA-1 0 3189356 831M MD:Z:387G65G73T168A134 NM:i:4
cdhit-output-4_13.iteration.1 0.99 genemark-168226543-processed-gene-0.43-mRNA-1 16 3879528 324M MD:Z:324 NM:i:0
cdhit-output-4_10.iteration.1 0.99 genemark-168203283-processed-gene-0.21-mRNA-1 0 2853441 789M MD:Z:789 NM:i:0
cdhit-output-4_11.iteration.1 0.99 genemark-168192020-processed-gene-0.18-mRNA-1 16 3287634 720M MD:Z:155A40C131G60C189C82C57 NM:i:6
cdhit-output-4_18.iteration.1 0.99 genemark-168191995-processed-gene-0.17-mRNA-1 16 3751328 848M MD:Z:13G191G151A8C3C8T81C5A98A81G5A39T116C36 NM:i:13
cdhit-output-4_16.iteration.1 0.99 genemark-168190278-processed-gene-0.13-mRNA-1 16 3092472 546M MD:Z:5T505G34 NM:i:2
cdhit-output-4_10.iteration.1 0.99 genemark-168111798-processed-gene-0.13-mRNA-1 0 2915542 552M MD:Z:66C485 NM:i:1
cdhit-output-4_16.iteration.1 0.99 genemark-168029724-processed-gene-0.4-mRNA-1 0 1907873 312M MD:Z:312 NM:i:0
cdhit-output-4_13.iteration.1 0.99 genemark-167999317-processed-gene-0.3-mRNA-1 16 3873372 245M MD:Z:174G45C24 NM:i:2
cdhit-output-4_10.iteration.1 0.99 genemark-167930266-processed-gene-0.13-mRNA-1 16 974606 339M MD:Z:339 NM:i:0
cdhit-output-4_14.iteration.1 0.99 genemark-167895275-processed-gene-0.1-mRNA-1 0 3011787 345M MD:Z:345 NM:i:0
cdhit-output-4_10.iteration.3 0.99 genemark-167867026-processed-gene-0.4-mRNA-1 16 4613799 645M MD:Z:164T204G21C245T7 NM:i:4
cdhit-output-4_12.iteration.1 0.99 genemark-167840340-processed-gene-0.4-mRNA-1 0 3364273 756M MD:Z:756 NM:i:0
cdhit-output-4_16.iteration.3 0.99 genemark-167107126-processed-gene-0.0-mRNA-1 0 4202158 150M MD:Z:125C24 NM:i:1
cdhit-output-4_11.iteration.1 0.99 genemark-166735003-processed-gene-0.3-mRNA-1 0 3287542 927M MD:Z:917C9 NM:i:1
cdhit-output-4_9.iteration.1 0.99 genemark-166731363-processed-gene-0.1-mRNA-1 16 3260665 387M MD:Z:387 NM:i:0
cdhit-output-4_8.iteration.1 0.99 genemark-166593785-processed-gene-0.1-mRNA-1 16 4502348 384M MD:Z:264T119 NM:i:1
cdhit-output-4_18.iteration.1 0.99 genemark-166507773-processed-gene-0.0-mRNA-1 0 3751644 321M MD:Z:31G289 NM:i:1
cdhit-output-4_12.iteration.1 0.99 genemark-166180736-processed-gene-0.1-mRNA-1 16 3288255 480M MD:Z:373A106 NM:i:1
cdhit-output-4_8.iteration.1 0.99 genemark-165908296-processed-gene-0.1-mRNA-1 0 4559548 390M MD:Z:390 NM:i:0
cdhit-output-4_8.iteration.5 0.99 genemark-165882519-processed-gene-0.0-mRNA-1 0 3291653 321M MD:Z:3G75T18A51A46A23T3C21C41T7T5T4T12 NM:i:12
cdhit-output-4_17.iteration.4 0.99 genemark-164898960-processed-gene-0.0-mRNA-1 16 3975332 540M MD:Z:252C185C52A48 NM:i:3
cdhit-output-4_15.iteration.1 0.99 genemark-164193872-processed-gene-0.0-mRNA-1 16 3553260 882M MD:Z:882 NM:i:0
cdhit-output-4_8.iteration.1 0.99 genemark-163805127-processed-gene-0.2-mRNA-1 0 4559551 447M MD:Z:7C287C50G100 NM:i:3
cdhit-output-4_15.iteration.1 0.99 genemark-162620806-processed-gene-0.0-mRNA-1 0 3501135 774M MD:Z:528A245 NM:i:1
cdhit-output-4_18.iteration.3 0.99 genemark-162338917-processed-gene-0.1-mRNA-1 16 4738511 612M MD:Z:5A214G6C50G27C9A3A11G35G13A19G70C26G27T7A11A26A28A7 NM:i:18
cdhit-output-4_15.iteration.1 0.99 genemark-161741964-processed-gene-0.0-mRNA-1 0 3503706 369M MD:Z:106C262 NM:i:1
cdhit-output-4_8.iteration.1 0.99 genemark-161714239-processed-gene-0.1-mRNA-1 16 4560051 327M MD:Z:307G15T3 NM:i:2
cdhit-output-4_11.iteration.1 0.99 genemark-159239767-processed-gene-0.0-mRNA-1 0 3239451 345M MD:Z:334C10 NM:i:1
cdhit-output-4_17.iteration.1 0.99 genemark-158836197-processed-gene-0.1-mRNA-1 0 2982876 327M MD:Z:277A49 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-99952239-processed-gene-0.2-mRNA-1 16 3214248 426M MD:Z:426 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-95857321-processed-gene-0.0-mRNA-1 0 3871381 348M MD:Z:92T255 NM:i:1
cdhit-output-4_12.iteration.1 0.99 augustus_masked-8743699-processed-gene-0.0-mRNA-1 16 3301303 2019M MD:Z:2019 NM:i:0
cdhit-output-4_17.iteration.1 0.99 augustus_masked-84216522-processed-gene-0.0-mRNA-1 16 3051588 1455M MD:Z:1319G135 NM:i:1
cdhit-output-4_12.iteration.1 0.99 augustus_masked-76542525-processed-gene-0.0-mRNA-1 16 3364936 1126M MD:Z:334C340G450 NM:i:2
cdhit-output-4_16.iteration.1 0.99 augustus_masked-7509625-processed-gene-0.0-mRNA-1 0 3093336 864M MD:Z:238A117C95A5A227A177 NM:i:5
cdhit-output-4_15.iteration.1 0.99 augustus_masked-70882023-processed-gene-0.0-mRNA-1 16 3498574 1134M MD:Z:256C112T26A83C50A169C96C152G30G151 NM:i:9
cdhit-output-4_14.iteration.4 0.99 augustus_masked-65520929-processed-gene-0.0-mRNA-1 16 5312873 777M MD:Z:588A77G110 NM:i:2
cdhit-output-4_10.iteration.1 0.99 augustus_masked-40662775-processed-gene-0.1-mRNA-1 0 788903 296M MD:Z:296 NM:i:0
cdhit-output-4_12.iteration.1 0.99 augustus_masked-36505605-processed-gene-0.0-mRNA-1 16 3298313 440M MD:Z:248T37C153 NM:i:2
cdhit-output-4_14.iteration.1 0.99 augustus_masked-29066725-processed-gene-0.1-mRNA-1 0 3012093 1137M MD:Z:282G352A380T120 NM:i:3
cdhit-output-4_16.iteration.5 0.99 augustus_masked-24901332-processed-gene-0.0-mRNA-1 16 1606441 823M MD:Z:211T96G19A57T45C58T113G130A1A84 NM:i:9
cdhit-output-4_17.iteration.1 0.99 augustus_masked-22560038-processed-gene-0.0-mRNA-1 16 3006524 861M MD:Z:398G180G102C178 NM:i:3
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168577632-processed-gene-0.3-mRNA-1 0 3667239 363M MD:Z:3G359 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168577632-processed-gene-0.16-mRNA-1 16 2915446 324M MD:Z:7T316 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168577623-processed-gene-0.7-mRNA-1 0 3287710 408M MD:Z:408 NM:i:0
cdhit-output-4_19.iteration.1 0.99 augustus_masked-168577605-processed-gene-0.20-mRNA-1 0 831969 696M MD:Z:299C367G28 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168577602-processed-gene-0.16-mRNA-1 0 3260926 1938M MD:Z:17G19A213C161A778G279G465 NM:i:6
cdhit-output-4_8.iteration.1 0.99 augustus_masked-168577573-processed-gene-1.9-mRNA-1 16 4560387 1458M MD:Z:288T1169 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168577563-processed-gene-0.0-mRNA-1 16 3287588 2247M MD:Z:1468G778 NM:i:1
cdhit-output-4_11.iteration.2 0.99 augustus_masked-168577562-processed-gene-0.0-mRNA-1 0 3092915 294M MD:Z:30G9CG40T34T176 NM:i:5
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168577554-processed-gene-1.45-mRNA-1 16 3364929 852M MD:Z:852 NM:i:0
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168577554-processed-gene-0.6-mRNA-1 16 3288344 1647M MD:Z:955A3C63A623 NM:i:3
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168577541-processed-gene-0.8-mRNA-1 16 3958255 597M MD:Z:192C404 NM:i:1
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168577532-processed-gene-0.8-mRNA-1 16 3365164 1149M MD:Z:1149 NM:i:0
cdhit-output-4_13.iteration.3 0.99 augustus_masked-168577525-processed-gene-1.29-mRNA-1 16 4596483 282M MD:Z:89C164C3G23 NM:i:3
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168577474-processed-gene-0.12-mRNA-1 0 3187534 1515M MD:Z:425T65C8T433A411T168 NM:i:5
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168577457-processed-gene-0.11-mRNA-1 0 3364646 3138M MD:Z:168C759G96T619T413A5T58C20G151T840 NM:i:9
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168577392-processed-gene-1.1-mRNA-1 0 3182943 3120M MD:Z:956T539A143A1479 NM:i:3
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168577386-processed-gene-0.1-mRNA-1 0 446368 300M MD:Z:11C42T78C36G7T5T104C10 NM:i:7
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168577330-processed-gene-0.5-mRNA-1 0 3751492 1512M MD:Z:172T285A299C26GA163G62G106A391 NM:i:8
cdhit-output-4_19.iteration.1 0.99 augustus_masked-168577327-processed-gene-0.2-mRNA-1 16 811550 363M MD:Z:363 NM:i:0
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168577317-processed-gene-0.10-mRNA-1 0 3011861 627M MD:Z:6G8G25A191C65A74G252 NM:i:6
cdhit-output-4_10.iteration.3 0.99 augustus_masked-168577308-processed-gene-0.4-mRNA-1 16 4613862 405M MD:Z:31C124TA6T13G40T10T174 NM:i:7
cdhit-output-4_19.iteration.1 0.99 augustus_masked-168577298-processed-gene-0.3-mRNA-1 0 831904 2199M MD:Z:715A408C834C239 NM:i:3
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168577298-processed-gene-0.0-mRNA-1 16 3335409 2022M MD:Z:537G20A95T50C135C91C176G82C30G152G106T30A224T113T133C33 NM:i:15
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168577276-processed-gene-0.18-mRNA-1 16 3249099 339M MD:Z:62T52A196C14C11 NM:i:4
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168577260-processed-gene-0.14-mRNA-1 16 3261025 321M MD:Z:321 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168577173-processed-gene-0.5-mRNA-1 16 3750899 384M MD:Z:384 NM:i:0
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168577164-processed-gene-0.14-mRNA-1 16 3051893 1338M MD:Z:1338 NM:i:0
cdhit-output-4_8.iteration.1 0.99 augustus_masked-168577140-processed-gene-0.16-mRNA-1 0 4560243 333M MD:Z:333 NM:i:0
cdhit-output-4_8.iteration.2 0.99 augustus_masked-168577092-processed-gene-0.0-mRNA-1 0 4063145 297M MD:Z:228G68 NM:i:1
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168577059-processed-gene-0.2-mRNA-1 0 3575379 564M MD:Z:564 NM:i:0
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168577036-processed-gene-1.3-mRNA-1 16 3093442 2157M MD:Z:276A848C70C139A820 NM:i:4
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168576588-processed-gene-0.6-mRNA-1 0 3011629 1056M MD:Z:125G410C19A57T441 NM:i:4
cdhit-output-4_16.iteration.1 0.99 augustus_masked-168576513-processed-gene-0.11-mRNA-1 0 3092941 2199M MD:Z:11T70T6A1C242T39C445T370G1007 NM:i:8
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168576012-processed-gene-0.5-mRNA-1 16 2985297 2355M MD:Z:348T391T867T50A485T114C9G84 NM:i:7
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168575803-processed-gene-0.1-mRNA-1 16 2915052 2850M MD:Z:733C295C300A301C42C469G477A19T24T1C3C91G7T75 NM:i:13
cdhit-output-4_8.iteration.3 0.99 augustus_masked-168575482-processed-gene-0.1-mRNA-1 0 5264767 306M MD:Z:186A31A87 NM:i:2
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168574711-processed-gene-0.11-mRNA-1 16 3011713 2328M MD:Z:82T267C407A29T258G7A42T50T541A99A43A28C13C65G59C14A289A18 NM:i:17
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168574632-processed-gene-0.0-mRNA-1 16 3214512 1473M MD:Z:244T1014T88G36C6G3C76 NM:i:6
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168574523-processed-gene-0.0-mRNA-1 16 3751201 384M MD:Z:368T15 NM:i:1
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168574494-processed-gene-1.50-mRNA-1 16 2863257 375M MD:Z:375 NM:i:0
cdhit-output-4_17.iteration.3 0.99 augustus_masked-168574317-processed-gene-0.2-mRNA-1 0 3651893 597M MD:Z:200G64T39T129T99A6T54 NM:i:6
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168573544-processed-gene-0.4-mRNA-1 16 3575372 2265M MD:Z:474G127A1133A297T230 NM:i:4
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168573523-processed-gene-0.0-mRNA-1 0 3286341 1089M MD:Z:347T90T148A501 NM:i:3
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168573503-processed-gene-0.30-mRNA-1 16 3575843 228M MD:Z:28T199 NM:i:1
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168573242-processed-gene-0.12-mRNA-1 0 3665415 357M MD:Z:357 NM:i:0
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168573162-processed-gene-0.3-mRNA-1 16 3751308 2844M MD:Z:1448G1358T36 NM:i:2
cdhit-output-4_15.iteration.4 0.99 augustus_masked-168573107-processed-gene-0.0-mRNA-1 0 4535148 363M MD:Z:27A18T37T49T208G19 NM:i:5
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168572794-processed-gene-0.4-mRNA-1 0 3575767 2001M MD:Z:50T1018C122C121A516G169 NM:i:5
cdhit-output-4_15.iteration.1 0.99 augustus_masked-168572667-processed-gene-0.17-mRNA-1 0 3575739 555M MD:Z:261T1G52C238 NM:i:3
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168572660-processed-gene-0.0-mRNA-1 16 3287969 2496M MD:Z:177A489G209T85A438T43G57T193G27T62T80T175G71C212G87C76 NM:i:15
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168572605-processed-gene-0.0-mRNA-1 16 3957992 3204M MD:Z:1624A664T429G16C467 NM:i:4
cdhit-output-4_14.iteration.1 0.99 augustus_masked-168572540-processed-gene-0.4-mRNA-1 16 2946661 255M MD:Z:8T22A176A46 NM:i:3
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168572499-processed-gene-0.0-mRNA-1 0 3288942 615M MD:Z:99C14G17A482 NM:i:3
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168572011-processed-gene-0.2-mRNA-1 16 2981712 1578M MD:Z:1578 NM:i:0
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168572001-processed-gene-0.2-mRNA-1 16 3877130 1695M MD:Z:71A7G1615 NM:i:2
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168571265-processed-gene-0.0-mRNA-1 0 3365006 1440M MD:Z:434C289T144C21A22G81T41T27C17T13A268G72 NM:i:11
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168571006-processed-gene-0.1-mRNA-1 16 2915198 2094M MD:Z:1508T585 NM:i:1
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168570694-processed-gene-1.74-mRNA-1 0 3052504 339M MD:Z:42C296 NM:i:1
cdhit-output-4_11.iteration.1 0.99 augustus_masked-168570619-processed-gene-0.7-mRNA-1 0 3215748 2622M MD:Z:575C75A106T103G313C15A21T18T52T8G185T221T236A35C645 NM:i:14
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168569848-processed-gene-0.22-mRNA-1 0 3184634 354M MD:Z:354 NM:i:0
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168569567-processed-gene-0.5-mRNA-1 16 3364784 2028M MD:Z:129T268G182C43T69C51A490A240A548 NM:i:8
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168569565-processed-gene-0.12-mRNA-1 16 3668792 1899M MD:Z:279A1346G47C26C56T123C16 NM:i:6
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168569476-processed-gene-0.11-mRNA-1 16 3958012 2493M MD:Z:36T365C236C1168G4A56T190T53G303C73 NM:i:9
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168569170-processed-gene-0.23-mRNA-1 16 2984517 351M MD:Z:351 NM:i:0
cdhit-output-4_12.iteration.1 0.99 augustus_masked-168569156-processed-gene-2.2-mRNA-1 0 3364682 2136M MD:Z:1628G5C142T358 NM:i:3
cdhit-output-4_10.iteration.1 0.99 augustus_masked-168568947-processed-gene-0.1-mRNA-1 0 2915248 1440M MD:Z:113G430G48G23T4T66T61C363T296G27 NM:i:9
cdhit-output-4_18.iteration.1 0.99 augustus_masked-168568560-processed-gene-0.2-mRNA-1 16 3751156 1140M MD:Z:179A22C169T293A56G2G89T125T71G125 NM:i:9
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168568547-processed-gene-1.13-mRNA-1 16 3260905 621M MD:Z:338C110G171 NM:i:2
cdhit-output-4_9.iteration.1 0.99 augustus_masked-168568337-processed-gene-1.48-mRNA-1 16 3183206 1452M MD:Z:372G1079 NM:i:1
cdhit-output-4_13.iteration.1 0.99 augustus_masked-168568256-processed-gene-0.1-mRNA-1 0 3958350 2520M MD:Z:990G52G2G81G4T104A14A245T306G65G403A243 NM:i:11
cdhit-output-4_17.iteration.1 0.99 augustus_masked-168568252-processed-gene-0.4-mRNA-1 0 3052043 1158M MD:Z:41A118G53C267C675 NM:i:4
